FID,X,Y,Call_Taken,Location,Day,x2,y2
1349,-10385755.462763,5625082.176361,12/30/2015 12:00:00 AM,3722 Girard Ave n,Day 2,-10385755.462762,5625082.17636114
1350,0,0,12/30/2015 12:00:00 AM,1048 16th ave s e,Day 2
1351,-10385756.236784,5625170.234207,12/30/2015 12:00:00 AM,3754 girard ave n,Day 2,-10385756.236783,5625170.23420724
1352,-10385366.008386,5612236.766517,12/30/2015 12:00:00 AM,3416 DUPONT AVE S,Day 2,-10385366.0083846,5612236.7665173
1353,-10386033.81165,5623901.043466,12/30/2015 12:00:00 AM,3304 irving ave n,Day 2,-10386033.8116492,5623901.04346618
1354,-10382926.017862,5615854.705563,12/30/2015 12:00:00 AM,326 19th st e,Day 2,-10382926.0178607,5615854.70556327
1355,-10383364.091812,5615819.674681,12/30/2015 12:00:00 AM,1912 Stevens ave s,Day 2,-10383364.0918108,5615819.67468073
1356,-10379688.955063,5622314.624373,12/30/2015 12:00:00 AM,1720 fillmore st ne,Day 2,-10379688.9550623,5622314.62437307
1357,-10379689.789308,5611966.288386,12/30/2015 12:00:00 AM,3512 21st ave s,Day 2,-10379689.7893067,5611966.2883856
1358,-10385773.030882,5626253.650316,12/30/2015 12:00:00 AM,4122 Girard Ave n,Day 2,-10385773.0308806,5626253.65031605
1359,-10380059.498778,5622633.407452,12/30/2015 12:00:00 AM,1832 polk st ne,Day 2,-10380059.4987769,5622633.40745207
1360,-10381534.11437,5613337.393422,12/30/2015 12:00:00 AM,3018 11th ave s,Day 2,-10381534.1143685,5613337.39342233
1361,-10383342.955157,5616053.187875,12/30/2015 12:00:00 AM,130 18th st e,Day 2,-10383342.9551562,5616053.18787547
1362,-10386750.984923,5618807.64512,12/30/2015 12:00:00 AM,506 newton ave n,Day 2,-10386750.9849224,5618807.64512021
1363,-10378658.579225,5618884.142329,12/30/2015 12:00:00 AM,1426 7th st se,Day 2,-10378658.5792237,5618884.14232888
1364,-10380956.483921,5611318.488482,12/30/2015 12:00:00 AM,3742 15th Ave s,Day 2,-10380956.4839195,5611318.48848223
1365,-10380319.878312,5609749.695004,12/30/2015 12:00:00 AM,1810 43rd st e,Day 2,-10380319.8783108,5609749.69500372
1366,-10385364.176651,5612441.118045,12/30/2015 12:00:00 AM,3338 DuPont Ave South,Day 2,-10385364.1766495,5612441.11804471
1367,-10383200.278035,5615854.7726,12/30/2015 12:00:00 AM,210 19th St e,Day 2,-10383200.2780337,5615854.77259971
1368,0,0,12/30/2015 12:00:00 AM,1074 14th ave s e,Day 2
1369,-10386032.82297,5624457.980974,12/30/2015 12:00:00 AM,3500 irving ave n,Day 2,-10386032.8229687,5624457.98097353
1370,-10386881.762265,5619643.292849,12/30/2015 12:00:00 AM,1014 Oliver ave n,Day 2,-10386881.7622636,5619643.29284923
1371,-10379836.4479,5612730.936896,12/30/2015 12:00:00 AM,3232 20th ave s,Day 2,-10379836.4478993,5612730.93689604
1372,-10378111.027945,5620003.27822,12/30/2015 12:00:00 AM,1084 17th ave se,Day 2,-10378111.0279436,5620003.27822009
1373,-10383196.922738,5616053.118277,12/30/2015 12:00:00 AM,212 18th st e,Day 2,-10383196.9227373,5616053.11827744
1374,-10386736.488482,5620972.312157,12/30/2015 12:00:00 AM,1714 newton ave n,Day 2,-10386736.4884811,5620972.31215668
1375,-10385218.974369,5612793.99218,12/30/2015 12:00:00 AM,3208 Colfax Ave South,Day 2,-10385218.9743684,5612793.99218022
1376,-10383188.773322,5616053.169269,12/30/2015 12:00:00 AM,218 18th st e,Day 2,-10383188.7733213,5616053.16926868
1377,-10377369.739125,5619752.201031,12/30/2015 12:00:00 AM,1026 22nd Ave Se,Day 2,-10377369.7391236,5619752.20103055
1378,-10383223.746936,5615995.375159,12/30/2015 12:00:00 AM,1824 2nd ave s,Day 2,-10383223.7469347,5615995.37515856
1379,-10379224.723503,5625265.158974,12/30/2015 12:00:00 AM,1516 31st ave ne,Day 2,-10379224.7235018,5625265.15897432
1380,-10377961.337601,5619312.993075,12/30/2015 12:00:00 AM,1806 fairmont st se,Day 2,-10377961.3376004,5619312.99307481
1381,0,0,12/30/2015 12:00:00 AM,1908 Neuton Ave N,Day 2
1382,-10386781.880423,5618628.930097,12/30/2015 12:00:00 AM,2016 4th ave n,Day 2,-10386781.8804219,5618628.93009706
1383,-10379219.241631,5625265.196042,12/30/2015 12:00:00 AM,1520 31st ave ne,Day 2,-10379219.2416301,5625265.19604196
1384,-10383223.730757,5615999.175311,12/30/2015 12:00:00 AM,1822 2nd ave s,Day 2,-10383223.7307556,5615999.17531068
1385,-10385223.202213,5612410.210908,12/30/2015 12:00:00 AM,3350 COLFAX AVE S,Day 2,-10385223.2022117,5612410.21090805
1386,-10387442.089447,5621952.641403,12/30/2015 12:00:00 AM,2316 sheridan Ave N,Day 2,-10387442.0894461,5621952.64140346
1387,-10387444.202157,5621362.352953,12/30/2015 12:00:00 AM,1916 sheridan ave n,Day 2,-10387444.2021557,5621362.35295253
1388,-10382967.754976,5616053.61204,12/30/2015 12:00:00 AM,314 18TH ST E,Day 2,-10382967.7549752,5616053.61203986
1389,-10385228.3202,5611671.501355,12/30/2015 12:00:00 AM,3614 COLFAX AVE S,Day 2,-10385228.3201991,5611671.50135512
1390,-10383223.897375,5616167.601944,12/30/2015 12:00:00 AM,1726 2nd ave s,Day 2,-10383223.8973745,5616167.60194434
1391,-10377817.057387,5619791.767464,12/30/2015 12:00:00 AM,1038 19th ave se,Day 2,-10377817.0573864,5619791.76746441
1392,-10385223.749923,5612272.836771,12/30/2015 12:00:00 AM,3402 Colfax ave s,Day 2,-10385223.7499225,5612272.8367708
1393,-10381377.362356,5622433.520196,12/30/2015 12:00:00 AM,1745 washington st ne,Day 2,-10381377.3623549,5622433.52019578
1394,-10385223.714386,5612278.288453,12/30/2015 12:00:00 AM,3400 Colfax ave s,Day 2,-10385223.7143854,5612278.28845306
1395,-10383223.946607,5616183.671498,12/30/2015 12:00:00 AM,1716 2ND AVE S,Day 2,-10383223.9466059,5616183.67149841
1396,-10380143.019999,5611729.955425,12/30/2015 12:00:00 AM,1842 36th st e,Day 2,-10380143.0199982,5611729.95542451
1397,-10377347.26715,5616982.668851,12/30/2015 12:00:00 AM,124 26th ave se,Day 2,-10377347.2671493,5616982.66885094
1398,-10388013.726699,5621349.142694,12/30/2015 12:00:00 AM,1902 washburn ave n,Day 2,-10388013.7266975,5621349.14269435
1399,-10385215.213315,5613312.458876,12/30/2015 12:00:00 AM,3028 colfax ave s.,Day 2,-10385215.2133142,5613312.45887614
1400,-10379977.378127,5613241.514263,12/30/2015 12:00:00 AM,3032 19th ave s,Day 2,-10379977.3781258,5613241.5142629
1401,-10385222.862785,5612501.936933,12/30/2015 12:00:00 AM,3312 colfax ave s.,Day 2,-10385222.8627844,5612501.93693257
1402,-10377371.282315,5619504.394194,12/30/2015 12:00:00 AM,916 22nd ave se,Day 2,-10377371.2823142,5619504.39419366
1403,-10379260.583142,5612548.557268,12/30/2015 12:00:00 AM,2324 33rd st e,Day 2,-10379260.5831409,5612548.55726752
1404,-10377362.064389,5616955.945014,12/30/2015 12:00:00 AM,106 26th ave se,Day 2,-10377362.0643884,5616955.94501426
1405,-10378514.895724,5610877.88705,12/30/2015 12:00:00 AM,2824 39 st e,Day 2,-10378514.8957231,5610877.8870499
1406,-10381424.181415,5626604.757215,12/30/2015 12:00:00 AM,3538 Spain PL,Day 2,-10381424.1814143,5626604.75721511
1407,-10377371.555345,5619476.325042,12/30/2015 12:00:00 AM,910 22ND ave se,Day 2,-10377371.5553435,5619476.3250421
1408,-10376432.379548,5616429.984112,12/30/2015 12:00:00 AM,58 orlin ave s,Day 2,-10376432.3795465,5616429.98411175
1409,-10383745.993235,5616235.598275,12/30/2015 12:00:00 AM,22 oak grove St,Day 2,-10383745.9932338,5616235.59827453
1410,-10379300.375658,5612547.951383,12/30/2015 12:00:00 AM,2302 33rd st e,Day 2,-10379300.3756571,5612547.95138338
1411,-10379008.116477,5615635.806604,12/30/2015 12:00:00 AM,2012 25th AVE S,Day 2,-10379008.1164757,5615635.80660414
1412,0,0,12/30/2015 12:00:00 AM,1056 24th ave s e,Day 2
1413,-10382088.641231,5616000.325799,12/30/2015 12:00:00 AM,1820 Columbus av s,Day 2,-10382088.64123,5616000.32579897
1414,-10386877.720635,5620484.578037,12/30/2015 12:00:00 AM,1430 Oliver Ave N,Day 2,-10386877.7206336,5620484.57803746
1415,-10380938.64147,5621999.354448,12/30/2015 12:00:00 AM,682 15th ave ne,Day 2,-10380938.6414689,5621999.35444826
1416,-10386735.86979,5621383.516985,12/30/2015 12:00:00 AM,1928 newton ave n,Day 2,-10386735.8697887,5621383.51698541
1417,-10381408.007712,5622340.451097,12/30/2015 12:00:00 AM,612 17th ave ne,Day 2,-10381408.0077114,5622340.45109676
1418,-10386876.979283,5620808.358816,12/30/2015 12:00:00 AM,1620 Oliver Ave N,Day 2,-10386876.9792816,5620808.35881646
1419,-10381790.427748,5611621.428369,12/31/2015 12:00:00 AM,3637 elliot ave,Day 3,-10381790.4277466,5611621.42836948
1420,-10387599.986397,5620208.043159,12/31/2015 12:00:00 AM,1305 thomas ave n,Day 3,-10387599.986396,5620208.04315946
1421,-10386193.593196,5619831.652606,12/31/2015 12:00:00 AM,1119 James Ave N,Day 3,-10386193.5931946,5619831.65260557
1422,-10381795.339729,5612189.790486,12/31/2015 12:00:00 AM,3437 Elliott ave s,Day 3,-10381795.3397278,5612189.79048637
1423,-10386191.45889,5620261.590072,12/31/2015 12:00:00 AM,1331 james Ave n,Day 3,-10386191.4588887,5620261.59007175
1424,-10378922.506833,5618843.600878,12/31/2015 12:00:00 AM,1307 6th street SE,Day 3,-10378922.5068319,5618843.60087831
1425,-10381790.473441,5611626.876867,12/31/2015 12:00:00 AM,3635 elliot ave,Day 3,-10381790.4734398,5611626.87686673
1426,-10387742.535968,5620497.509895,12/31/2015 12:00:00 AM,1411 upton ave n,Day 3,-10387742.5359668,5620497.50989512
1427,-10386614.275925,5619512.37733,12/31/2015 12:00:00 AM,929 Morgan ave n,Day 3,-10386614.2759241,5619512.37733015
1428,-10379368.93937,5619300.760815,12/31/2015 12:00:00 AM,927 7th st se,Day 3,-10379368.9393688,5619300.76081506
1429,-10385764.744449,5624786.594502,12/31/2015 12:00:00 AM,3619 girard ave n,Day 3,-10385764.7444484,5624786.59450194
1430,-10378913.665085,5618838.639614,12/31/2015 12:00:00 AM,1313 6th st se,Day 3,-10378913.6650838,5618838.63961421
1431,-10378748.262286,5618745.602394,12/31/2015 12:00:00 AM,1421 6th st SE,Day 3,-10378748.2622846,5618745.60239374
1432,-10387885.2909,5620506.982922,12/31/2015 12:00:00 AM,1417 Vincent ave n,Day 3,-10387885.2908987,5620506.98292164
1433,-10378919.559584,5618841.947124,12/31/2015 12:00:00 AM,1309 6th st SE,Day 3,-10378919.5595825,5618841.94712361
1434,-10385614.829676,5615847.058845,12/31/2015 12:00:00 AM,1917 fremont ave s,Day 3,-10385614.8296749,5615847.05884487
1435,-10378910.717835,5618836.98586,12/31/2015 12:00:00 AM,1315 6th ST SE,Day 3,-10378910.7178345,5618836.98585951
1436,-10384200.303977,5615618.225794,12/31/2015 12:00:00 AM,2019 PLEASANT AVE S,Day 3,-10384200.3039764,5615618.22579415
1437,-10388028.089571,5620503.912469,12/31/2015 12:00:00 AM,1413 Washburn Ave n,Day 3,-10388028.0895703,5620503.91246945
1438,-10378904.823337,5618833.67835,12/31/2015 12:00:00 AM,1319 6TH  st SE,Day 3,-10378904.8233358,5618833.67835011
1439,-10378757.092043,5618750.615727,12/31/2015 12:00:00 AM,1415 6th st se,Day 3,-10378757.0920423,5618750.61572728
1440,-10384640.628442,5612698.089121,12/31/2015 12:00:00 AM,3243 Garfield ave s,Day 3,-10384640.628441,5612698.08912065
1441,-10387599.906987,5620632.39696,12/31/2015 12:00:00 AM,1511 Thomas Ave n,Day 3,-10387599.9069861,5620632.39695968
1442,-10381786.886408,5611010.308289,12/31/2015 12:00:00 AM,3853 elliot,Day 3,-10381786.8864075,5611010.30828943
1443,-10378165.586869,5619562.26343,12/31/2015 12:00:00 AM,991 17th Ave. SE,Day 3,-10378165.5868681,5619562.26343023
1444,-10384200.315325,5615615.541917,12/31/2015 12:00:00 AM,2021 PLEASANT AVE S,Day 3,-10384200.3153242,5615615.54191686
1445,-10381786.552911,5611151.441744,12/31/2015 12:00:00 AM,3801 elliot,Day 3,-10381786.5529102,5611151.44174444
1446,-10378742.37578,5618742.260171,12/31/2015 12:00:00 AM,1425 6th st se,Day 3,-10378742.3757794,5618742.26017138
1447,-10386615.106517,5619241.592154,12/31/2015 12:00:00 AM,723 Morgan  AVE N,Day 3,-10386615.1065158,5619241.59215438
1448,-10379287.004466,5619254.659563,12/31/2015 12:00:00 AM,1015 7th St se,Day 3,-10379287.0044648,5619254.65956275
1449,0,0,12/31/2015 12:00:00 AM,1329 7 th se,Day 3
1450,-10382503.416653,5621500.768115,12/31/2015 12:00:00 AM,1203 main st ne,Day 3,-10382503.4166518,5621500.76811544
1451,-10378907.770586,5618835.332105,12/31/2015 12:00:00 AM,1317 6TH ST SE,Day 3,-10378907.7705851,5618835.33210481
1452,-10380101.913877,5612452.258178,12/31/2015 12:00:00 AM,3335 Longfellow ave s,Day 3,-10380101.9138761,5612452.25817757
1453,-10387598.011453,5621910.453431,12/31/2015 12:00:00 AM,2301 THomas ave n,Day 3,-10387598.0114522,5621910.45343078
1454,-10378689.680178,5619847.62544,12/31/2015 12:00:00 AM,1051 13th AVE SE,Day 3,-10378689.6801772,5619847.62544021
1455,-10378681.952838,5618911.270241,12/31/2015 12:00:00 AM,1407 7th st se,Day 3,-10378681.9528366,5618911.27024065
1456,-10378441.894993,5618977.769585,12/31/2015 12:00:00 AM,1503 8th st se,Day 3,-10378441.8949916,5618977.76958514
1457,0,0,12/31/2015 12:00:00 AM,7th and 14th ST SE,Day 3
1458,-10386471.339658,5620228.915305,12/31/2015 12:00:00 AM,1317 logan Ave N,Day 3,-10386471.3396574,5620228.91530499
1459,-10386332.838068,5619994.459051,12/31/2015 12:00:00 AM,1233 Knox Ave N,Day 3,-10386332.8380672,5619994.45905096
1460,-10385904.271085,5623980.954841,12/31/2015 12:00:00 AM,3335 humboldt ave n,Day 3,-10385904.2710836,5623980.95484122
1461,-10381792.616485,5611872.321514,12/31/2015 12:00:00 AM,3549 elliot ave,Day 3,-10381792.6164835,5611872.32151353
1462,-10380323.967652,5619633.98496,12/31/2015 12:00:00 AM,415 6th st se,Day 3,-10380323.9676506,5619633.98496004
1463,-10386474.257314,5619631.511748,12/31/2015 12:00:00 AM,1007 logan Ave n,Day 3,-10386474.257313,5619631.51174798
1464,-10385614.980686,5615806.05472,12/31/2015 12:00:00 AM,1935 fremont ave s,Day 3,-10385614.9806846,5615806.05472007
1465,-10378679.017975,5618909.620204,12/31/2015 12:00:00 AM,1409 7th St se,Day 3,-10378679.0179741,5618909.62020387
1466,-10386332.934114,5619967.21452,12/31/2015 12:00:00 AM,1223 Knox ave n,Day 3,-10386332.9341135,5619967.21451987
1467,-10385978.584136,5621596.868574,12/31/2015 12:00:00 AM,2115 irving ave n,Day 3,-10385978.584135,5621596.86857375
1468,-10379281.0873,5619251.404265,12/31/2015 12:00:00 AM,1019 7th st se,Day 3,-10379281.0872993,5619251.40426531
1469,-10378676.083113,5618907.970167,12/31/2015 12:00:00 AM,1411 7th st se,Day 3,-10378676.0831116,5618907.97016709
1470,-10387456.117559,5621624.297418,12/31/2015 12:00:00 AM,2101 sheridan ave n,Day 3,-10387456.1175576,5621624.29741826
1471,-10380468.19814,5619715.063419,12/31/2015 12:00:00 AM,325 6th st se,Day 3,-10380468.1981387,5619715.06341865
1472,-10380944.545217,5611362.161116,12/31/2015 12:00:00 AM,3727 15 av s,Day 3,-10380944.5452164,5611362.16111592
1473,-10379403.545474,5621140.629366,12/31/2015 12:00:00 AM,737 Buchanan St NE,Day 3,-10379403.5454729,5621140.6293661
1474,0,0,12/31/2015 12:00:00 AM,1015 16th ave s e,Day 3
1475,-10387597.747035,5622063.180519,12/31/2015 12:00:00 AM,2357 Thomas ave n,Day 3,-10387597.7470338,5622063.18051896
1476,-10385976.597968,5621611.955943,12/31/2015 12:00:00 AM,2123 irving ave n,Day 3,-10385976.5979671,5621611.95594304
1477,-10378425.367769,5618968.437407,12/31/2015 12:00:00 AM,1509 8th street se,Day 3,-10378425.3677681,5618968.43740655
1478,-10380950.474845,5612274.983112,12/31/2015 12:00:00 AM,3405 15th ave s,Day 3,-10380950.4748435,5612274.98311176
1479,-10383071.687647,5614514.719036,12/31/2015 12:00:00 AM,2601 3rd ave s,Day 3,-10383071.6876456,5614514.71903552
1480,-10379403.457979,5621097.009117,12/31/2015 12:00:00 AM,721 Buchanan St NE,Day 3,-10379403.4579779,5621097.0091166
1481,-10387597.223517,5622335.251248,12/31/2015 12:00:00 AM,2505 Thomas ave n,Day 3,-10387597.223516,5622335.25124767
1482,-10379514.78173,5620755.720013,12/31/2015 12:00:00 AM,1315 Spring St NE,Day 3,-10379514.7817286,5620755.7200126
1483,-10383086.691221,5614138.222911,12/31/2015 12:00:00 AM,2731 3rd ave s,Day 3,-10383086.6912196,5614138.22291112
1484,-10381094.959887,5612670.369388,12/31/2015 12:00:00 AM,3255 14th ave s,Day 3,-10381094.9598856,5612670.36938763
1485,-10384608.735687,5621783.163785,12/31/2015 12:00:00 AM,2215 6th st n,Day 3,-10384608.7356859,5621783.1637853
1486,-10380313.641265,5619628.142903,12/31/2015 12:00:00 AM,421 6th st se,Day 3,-10380313.6412636,5619628.14290259
1487,-10387598.164707,5621793.45156,12/31/2015 12:00:00 AM,2215 Thomas ave n,Day 3,-10387598.1647059,5621793.45155954
1488,-10386320.549825,5619809.34802,12/31/2015 12:00:00 AM,1119 Knox ave n,Day 3,-10386320.5498236,5619809.34802049
1489,-10384054.914224,5615827.118237,12/31/2015 12:00:00 AM,231 RIDGEWOOD AV S,Day 3,-10384054.9142226,5615827.11823677
1490,-10385773.829505,5612710.978944,12/31/2015 12:00:00 AM,3239 Gerard Ave South,Day 3,-10385773.8295041,5612710.978944
1491,-10379522.964179,5620755.736167,12/31/2015 12:00:00 AM,1309 Spring St NE,Day 3,-10379522.9641783,5620755.73616695
1492,-10380529.026904,5612724.524146,12/31/2015 12:00:00 AM,3235 17th ave s,Day 3,-10380529.0269026,5612724.5241463
1493,-10387462.61122,5619492.13518,12/31/2015 12:00:00 AM,911 Sheridan Ave n,Day 3,-10387462.6112193,5619492.13518007
1494,-10383969.423616,5616403.213794,12/31/2015 12:00:00 AM,1517 SPRUCE PL,Day 3,-10383969.4236146,5616403.21379403
1495,-10385630.583384,5613030.777545,12/31/2015 12:00:00 AM,3129 Fremont Ave South,Day 3,-10385630.5833831,5613030.77754511
1496,-10379388.131225,5620260.777321,12/31/2015 12:00:00 AM,327 Buchanan St NE,Day 3,-10379388.1312236,5620260.77732053
1497,-10384988.14227,5616418.927249,12/31/2015 12:00:00 AM,21 GROVELAND TERRACE,Day 3,-10384988.1422693,5616418.92724935
1498,-10384265.234852,5621955.159487,12/31/2015 12:00:00 AM,2315 3RD ST N,Day 3,-10384265.2348509,5621955.15948724
1499,-10380500.925156,5619733.43051,12/31/2015 12:00:00 AM,303 6th st se,Day 3,-10380500.925155,5619733.4305097
1500,-10387463.957939,5619362.960024,12/31/2015 12:00:00 AM,815 Sheridan Ave n,Day 3,-10387463.9579378,5619362.9600244
1501,-10378123.532711,5619777.951167,12/31/2015 12:00:00 AM,1037 17th Ave. SE.,Day 3,-10378123.5327095,5619777.95116729
1502,-10385630.557371,5613036.422132,12/31/2015 12:00:00 AM,3127 FREMONT AVE S,Day 3,-10385630.5573701,5613036.42213154
1503,-10379641.383793,5621040.456768,12/31/2015 12:00:00 AM,1227 Summer St NE,Day 3,-10379641.3837921,5621040.45676767
1504,-10383969.421292,5616415.202964,12/31/2015 12:00:00 AM,1511 SPRUCE PL,Day 3,-10383969.4212909,5616415.20296411
1505,-10381380.071131,5613266.618075,12/31/2015 12:00:00 AM,3045 12th Ave s,Day 3,-10381380.0711296,5613266.6180754
1506,-10378605.217209,5615373.175647,12/31/2015 12:00:00 AM,2725 22ND ST E,Day 3,-10378605.2172076,5615373.17564688
1507,-10378995.792084,5615649.084719,12/31/2015 12:00:00 AM,2003 25th ave s,Day 3,-10378995.7920831,5615649.08471872
1508,-10380047.503351,5622594.646278,12/31/2015 12:00:00 AM,1821 Polk St NE,Day 3,-10380047.50335,5622594.6462778
1509,-10386750.034262,5620458.276863,12/31/2015 12:00:00 AM,1415 Newton ave N,Day 3,-10386750.0342614,5620458.27686269
1510,-10377483.114537,5619042.610294,12/31/2015 12:00:00 AM,2129 elm st,Day 3,-10377483.1145357,5619042.61029404
1511,-10386748.077426,5621361.125698,12/31/2015 12:00:00 AM,1917 NEWTON AVE N,Day 3,-10386748.0774254,5621361.12569813
1512,-10377678.108757,5619393.152376,12/31/2015 12:00:00 AM,909 20TH AVE SE,Day 3,-10377678.1087562,5619393.15237605
1513,-10385493.17994,5612449.516395,12/31/2015 12:00:00 AM,3335 Emerson ave s,Day 3,-10385493.179939,5612449.51639537
1514,-10381378.272888,5613067.424014,12/31/2015 12:00:00 AM,3115 12th ave,Day 3,-10381378.272887,5613067.42401387
1515,-10386330.997735,5620445.154742,12/31/2015 12:00:00 AM,1407 knox ave n,Day 3,-10386330.9977338,5620445.15474239
1516,-10381380.218881,5613283.076425,12/31/2015 12:00:00 AM,3039 12th ave,Day 3,-10381380.2188797,5613283.07642454
1517,-10385632.668926,5612679.676047,12/31/2015 12:00:00 AM,3251 fremont ave s,Day 3,-10385632.6689249,5612679.67604723
1518,-10385943.1219,5614461.960939,12/31/2015 12:00:00 AM,2621 humbolt ave s,Day 3,-10385943.1218991,5614461.96093857
1519,-10377381.999978,5619742.390831,12/31/2015 12:00:00 AM,1025 22nd Ave Se,Day 3,-10377381.999977,5619742.39083062
1520,-10383969.419743,5616423.195744,12/31/2015 12:00:00 AM,1507 spruce pl,Day 3,-10383969.4197418,5616423.19574416
1521,-10386431.431242,5621826.501831,12/31/2015 12:00:00 AM,2223 illion ave n,Day 3,-10386431.4312409,5621826.50183125
1522,-10379525.064146,5615829.062726,12/31/2015 12:00:00 AM,911 22nd Ave. S.,Day 3,-10379525.0641448,5615829.06272637
1523,-10384947.854865,5622309.845551,12/31/2015 12:00:00 AM,2517 Aldrich Ave n,Day 3,-10384947.8548643,5622309.84555131
1524,-10380671.839921,5613031.556658,12/31/2015 12:00:00 AM,3127 16th ave s,Day 3,-10380671.8399202,5613031.55665776
1525,-10378110.990089,5619978.613143,12/30/2015 12:00:00 AM,1078 17th ave se,Day 2,-10378110.9900884,5619978.6131432
1526,-10378558.124285,5611420.772636,12/30/2015 12:00:00 AM,3704 28th ave s,Day 2,-10378558.1242843,5611420.7726363
1527,-10384724.527808,5628746.730235,12/30/2015 12:00:00 AM,5006 6th st n,Day 2,-10384724.5278074,5628746.73023537
1528,-10386173.847526,5624551.811955,12/30/2015 12:00:00 AM,3534 James Ave n,Day 2,-10386173.8475249,5624551.81195522
1529,-10382940.109689,5615785.423379,12/30/2015 12:00:00 AM,1930 Clinton AVE S,Day 2,-10382940.1096881,5615785.42337939
1530,-10386876.084637,5621182.182825,12/30/2015 12:00:00 AM,1830 Oliver ave n,Day 2,-10386876.0846364,5621182.18282533
1531,-10384724.627077,5628757.617625,12/30/2015 12:00:00 AM,5010 6th st n,Day 2,-10384724.6270758,5628757.61762524
1532,-10386315.747992,5623335.729738,12/30/2015 12:00:00 AM,3102 knox ave n,Day 2,-10386315.747991,5623335.72973796
1533,-10386315.044591,5623647.081044,12/30/2015 12:00:00 AM,3214 knox ave n,Day 2,-10386315.0445903,5623647.08104428
1534,-10386315.139935,5623395.165967,12/30/2015 12:00:00 AM,3124 Knox ave n,Day 2,-10386315.1399342,5623395.16596687
1535,-10385130.291373,5619196.251164,12/30/2015 12:00:00 AM,842 Gertrude brown pl,Day 2,-10385130.291372,5619196.25116365
1536,-10382939.954395,5616007.140873,12/30/2015 12:00:00 AM,1818 Clinton ave s,Day 2,-10382939.9543942,5616007.14087282
1537,-10387170.751914,5618457.884444,12/30/2015 12:00:00 AM,308 queen ave n,Day 2,-10387170.7519127,5618457.88444438
1538,-10378230.632451,5611718.722448,12/30/2015 12:00:00 AM,2916 36th st,Day 2,-10378230.6324504,5611718.72244782
1539,-10380286.691917,5610874.099677,12/30/2015 12:00:00 AM,1816 39th ST E,Day 2,-10380286.691916,5610874.09967722
1540,-10378976.322942,5623646.437354,12/30/2015 12:00:00 AM,2514 ulysses st ne,Day 2,-10378976.3229406,5623646.43735382
1541,-10384508.031618,5613065.447792,12/30/2015 12:00:00 AM,3116 Harriet Avenue South,Day 2,-10384508.0316171,5613065.44779227
1542,-10380799.392592,5621999.768017,12/30/2015 12:00:00 AM,710 15th ave ne,Day 2,-10380799.3925914,5621999.76801718
1543,-10385913.22723,5624168.855771,12/30/2015 12:00:00 AM,1508 34th ave n,Day 2,-10385913.2272286,5624168.85577122
1544,0,0,12/30/2015 12:00:00 AM,84'6 8th Ave n,Day 2
1545,-10385166.011963,5619920.589408,12/30/2015 12:00:00 AM,942 11th ave n,Day 2,-10385166.0119621,5619920.58940782
1546,-10386266.064927,5618205.060281,12/30/2015 12:00:00 AM,1620 2nd ave n,Day 2,-10386266.0649256,5618205.06028099
1547,-10381270.039871,5622341.062423,12/30/2015 12:00:00 AM,634 17th ave ne,Day 2,-10381270.0398701,5622341.06242252
1548,-10387587.78483,5620268.300921,12/30/2015 12:00:00 AM,1326 THOMAS AVE N,Day 2,-10387587.7848292,5620268.30092098
1549,-10381257.050019,5621999.498705,12/30/2015 12:00:00 AM,636 15th ave ne,Day 2,-10381257.0500183,5621999.49870459
1550,-10385116.657713,5619365.813632,12/30/2015 12:00:00 AM,844 8th Ave N,Day 2,-10385116.6577124,5619365.81363168
1551,-10381257.050019,5621999.498705,12/30/2015 12:00:00 AM,636 15th ave ne,Day 2,-10381257.0500183,5621999.49870459
1552,-10376953.690564,5619500.59266,12/30/2015 12:00:00 AM,916 weeks ave,Day 2,-10376953.6905634,5619500.59265961
1553,-10379771.021971,5619528.178004,12/30/2015 12:00:00 AM,702 7th ave n,Day 2,-10379771.0219696,5619528.17800354
1554,-10386888.45252,5618154.330952,12/30/2015 12:00:00 AM,214 oliver ave n,Day 2,-10386888.452519,5618154.33095174
1555,-10384212.393763,5615642.432239,12/30/2015 12:00:00 AM,2000 pleasant ave s,Day 2,-10384212.3937618,5615642.4322388
1556,-10379764.364815,5619540.002817,12/30/2015 12:00:00 AM,710 7th ave n,Day 2,-10379764.3648144,5619540.00281686
1557,-10384935.253492,5613043.47222,12/30/2015 12:00:00 AM,3124 Aldrich ave s,Day 2,-10384935.2534911,5613043.47221955
1558,-10385766.52408,5620084.644282,12/30/2015 12:00:00 AM,1300 12th ave n,Day 2,-10385766.5240786,5620084.64428171
1559,-10385116.339758,5619211.492155,12/30/2015 12:00:00 AM,838 gertrude brown pl,Day 2,-10385116.3397569,5619211.49215452
1560,-10384935.892131,5612970.129732,12/30/2015 12:00:00 AM,3150 Aldrich ave s,Day 2,-10384935.8921303,5612970.12973167
1561,-10379505.469904,5613059.681444,12/30/2015 12:00:00 AM,3116 22nd ave s,Day 2,-10379505.4699029,5613059.68144416
1562,-10386671.856694,5618346.240469,12/30/2015 12:00:00 AM,1928 3rd ave n,Day 2,-10386671.8566926,5618346.2404689
1563,-10381087.276755,5609082.74932,12/31/2015 12:00:00 AM,4531 14th ave s,Day 3,-10381087.276754,5609082.74932018
