FID,Citation,Date,Address,X_Coord,Y_Coord,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,x,y
146,271115527000,12/29/2015 12:00:00 AM,706 26TH ST W,-10384790,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isle,Day 1,-10384790,5614531
147,271115562000,12/30/2015 12:00:00 AM,5716 BOSSEN TERR,-10377762,5605830,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377762,5605830
148,271115527000,12/29/2015 12:00:00 AM,608 26TH ST W,-10384651,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10384651,5614531
149,271115527000,12/29/2015 12:00:00 AM,901 26TH ST E,-10381798,5614518,478.1000(A),SNOW EMERGENCY PARK,9,Midtown Phillips,Phillips,Day 1,-10381798,5614518
150,271115527000,12/29/2015 12:00:00 AM,604 26TH ST W,-10384645,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10384645,5614531
151,271115562000,12/30/2015 12:00:00 AM,5710 BOSSEN TERR,-10377736,5605845,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377736,5605845
152,271115527000,12/29/2015 12:00:00 AM,903 26TH ST E,-10381795,5614518,478.1000(A),SNOW EMERGENCY PARK,9,Midtown Phillips,Phillips,Day 1,-10381795,5614518
153,271115562000,12/30/2015 12:00:00 AM,5708 BOSSEN TERR,-10377728,5605851,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377728,5605851
154,271115527000,12/29/2015 12:00:00 AM,602 26TH ST W,-10384643,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10384643,5614531
155,271115527000,12/29/2015 12:00:00 AM,600 26TH ST W,-10384640,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10384640,5614531
156,271115562000,12/30/2015 12:00:00 AM,5702 BOSSEN TERR,-10377706,5605867,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377706,5605867
157,271115562000,12/30/2015 12:00:00 AM,5700 BOSSEN TERR,-10377702,5605874,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377702,5605874
158,271115527000,12/29/2015 12:00:00 AM,16 26TH ST W,-10383678,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383678,5614531
159,271115562000,12/30/2015 12:00:00 AM,5316 BOSSEN TERR,-10377702,5605874,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377702,5605874
160,271115527000,12/29/2015 12:00:00 AM,1213 26TH ST E,-10381359,5614518,478.1000(A),SNOW EMERGENCY PARK,9,Midtown Phillips,Phillips,Day 1,-10381359,5614518
161,271115527000,12/29/2015 12:00:00 AM,12 26TH ST W,-10383670,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383670,5614531
162,271115551000,12/30/2015 12:00:00 AM,5648 WENTWORTH AVE S,-10383960,5605887,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10383960,5605887
163,271115527000,12/29/2015 12:00:00 AM,2 26TH ST W,-10383651,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383651,5614531
164,271115527000,12/29/2015 12:00:00 AM,1311 26TH ST E,-10381221,5614518,478.1000(A),SNOW EMERGENCY PARK,9,Midtown Phillips,Phillips,Day 1,-10381221,5614518
165,271115551000,12/30/2015 12:00:00 AM,5640 GRAND AVE S,-10384386,5605907,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10384386,5605907
166,271115527000,12/29/2015 12:00:00 AM,2 26TH ST E,-10383641,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383641,5614531
167,271115551000,12/30/2015 12:00:00 AM,5618 BLAISDELL AVE S,-10383819,5605972,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10383819,5605972
168,271115557000,12/30/2015 12:00:00 AM,5608 COLFAX AVE S,-10385236,5605993,478.1000(B),SNOW EMERGENCY EVEN,13,Kenny,Southwest,Day 2,-10385236,5605993
169,271115527000,12/29/2015 12:00:00 AM,1617 26TH ST E,-10380647,5614518,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,Day 1,-10380647,5614518
170,271115527000,12/29/2015 12:00:00 AM,6 26TH ST E,-10383635,5614531,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383635,5614531
171,271115527000,12/29/2015 12:00:00 AM,1621 26TH ST E,-10380642,5614518,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,Day 1,-10380642,5614518
172,271115551000,12/30/2015 12:00:00 AM,5608 HARRIET AVE S,-10384528,5605994,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10384528,5605994
173,271115519000,12/30/2015 12:00:00 AM,4530 15TH AVE S,-10380957,5609083,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10380957,5609083
174,271115527000,12/30/2015 12:00:00 AM,4502 1ST AVE S,-10383515,5609151,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383515,5609151
175,271115519000,12/30/2015 12:00:00 AM,2806 45TH ST E,-10378544,5609174,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10378544,5609174
176,271115519000,12/30/2015 12:00:00 AM,2822 45TH ST E,-10378522,5609174,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10378522,5609174
177,271115519000,12/30/2015 12:00:00 AM,3424 45TH ST E,-10377493,5609176,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10377493,5609176
178,271115519000,12/30/2015 12:00:00 AM,3428 45TH ST E,-10377487,5609176,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10377487,5609176
179,271115519000,12/30/2015 12:00:00 AM,1538 45TH ST E,-10380780,5609180,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10380780,5609180
180,271115562000,12/30/2015 12:00:00 AM,5624 38TH AVE S,-10376968,5605995,478.1000(B),SNOW EMERGENCY EVEN,12,Morris Park,Nokomis,Day 2,-10376968,5605995
181,271115557000,12/30/2015 12:00:00 AM,5606 FREMONT AVE S,-10385662,5606000,478.1000(B),SNOW EMERGENCY EVEN,13,Kenny,Southwest,Day 2,-10385662,5606000
182,271115551000,12/30/2015 12:00:00 AM,5604 GRAND AVE S,-10384386,5606005,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10384386,5606005
183,271115562000,12/30/2015 12:00:00 AM,5606 33RD AVE S,-10377695,5606050,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377695,5606050
184,271115562000,12/30/2015 12:00:00 AM,5602 33RD AVE S,-10377695,5606057,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,Day 2,-10377695,5606057
185,271115527000,12/29/2015 12:00:00 AM,1623 26TH ST E,-10380639,5614518,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,Day 1,-10380639,5614518
186,271115552000,12/29/2015 12:00:00 AM,1006 24TH ST E,-10381606,5615094,478.1000(A),SNOW EMERGENCY PARK,6,Ventura Village,Phillips,Day 1,-10381606,5615094
187,271115552000,12/29/2015 12:00:00 AM,1018 24TH ST E,-10381586,5615095,478.1000(A),SNOW EMERGENCY PARK,6,Ventura Village,Phillips,Day 1,-10381586,5615095
188,271115552000,12/29/2015 12:00:00 AM,500 24TH ST E,-10382651,5615107,478.1000(A),SNOW EMERGENCY PARK,6,Phillips West,Phillips,Day 1,-10382651,5615107
189,271115552000,12/29/2015 12:00:00 AM,502 24TH ST E,-10382648,5615107,478.1000(A),SNOW EMERGENCY PARK,6,Phillips West,Phillips,Day 1,-10382648,5615107
190,271115552000,12/29/2015 12:00:00 AM,504 24TH ST E,-10382645,5615107,478.1000(A),SNOW EMERGENCY PARK,6,Phillips West,Phillips,Day 1,-10382645,5615107
191,271115552000,12/29/2015 12:00:00 AM,506 24TH ST E,-10382642,5615107,478.1000(A),SNOW EMERGENCY PARK,6,Phillips West,Phillips,Day 1,-10382642,5615107
192,271115556000,12/29/2015 12:00:00 AM,2323 11TH AVE S,-10381450,5615199,478.1000(A),SNOW EMERGENCY PARK,6,Ventura Village,Phillips,Day 1,-10381450,5615199
193,271115497000,12/29/2015 12:00:00 AM,2327 27TH AVE S,-10378646,5615201,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,Day 1,-10378646,5615201
194,271115528000,12/30/2015 12:00:00 AM,3616 45TH ST E,-10377162,5609180,478.1000(B),SNOW EMERGENCY EVEN,12,Hiawatha,Longfellow,Day 2,-10377162,5609180
195,271115528000,12/30/2015 12:00:00 AM,3828 45TH ST E,-10376865,5609183,478.1000(B),SNOW EMERGENCY EVEN,12,Hiawatha,Longfellow,Day 2,-10376865,5609183
196,271115527000,12/30/2015 12:00:00 AM,4450 PILLSBURY AVE S,-10384092,5609298,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10384092,5609298
197,271115519000,12/30/2015 12:00:00 AM,4448 17TH AVE S,-10380533,5609319,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10380533,5609319
198,271115527000,12/30/2015 12:00:00 AM,4442 PILLSBURY AVE S,-10384092,5609320,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10384092,5609320
199,271115527000,12/30/2015 12:00:00 AM,4440 PILLSBURY AVE S,-10384092,5609326,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10384092,5609326
200,271115519000,12/30/2015 12:00:00 AM,4442 17TH AVE S,-10380533,5609335,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10380533,5609335
201,271115527000,12/30/2015 12:00:00 AM,4418 1ST AVE S,-10383515,5609391,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383515,5609391
202,271115527000,12/30/2015 12:00:00 AM,4416 1ST AVE S,-10383515,5609397,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383515,5609397
203,271115492000,12/29/2015 12:00:00 AM,2546 NICOLLET AVE,-10383650,5614673,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383650,5614673
204,271115492000,12/30/2015 12:00:00 AM,4406 LONGFELLOW AVE S,-10380109,5609433,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10380109,5609433
205,271115552000,12/30/2015 12:00:00 AM,4406 OAKLAND AVE S,-10382369,5609434,478.1000(B),SNOW EMERGENCY EVEN,8,Regina,Nokomis,Day 2,-10382369,5609434
206,271115422000,12/30/2015 12:00:00 AM,900 44TH ST W,-10385094,5609444,478.1000(B),SNOW EMERGENCY EVEN,13,East Harriet,Southwest,Day 2,-10385094,5609444
207,271115422000,12/30/2015 12:00:00 AM,210 44TH ST W,-10384104,5609449,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10384104,5609449
208,271115527000,12/30/2015 12:00:00 AM,4330 1ST AVE S,-10383515,5609643,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383515,5609643
209,271115552000,12/30/2015 12:00:00 AM,4332 OAKLAND AVE S,-10382366,5609648,478.1000(B),SNOW EMERGENCY EVEN,8,Regina,Nokomis,Day 2,-10382366,5609648
210,271115512000,12/30/2015 12:00:00 AM,4324 30TH AVE S,-10378276,5609661,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10378276,5609661
211,271115519000,12/30/2015 12:00:00 AM,4322 15TH AVE S,-10380956,5609674,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10380956,5609674
212,271115512000,12/30/2015 12:00:00 AM,4316 30TH AVE S,-10378276,5609683,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10378276,5609683
213,271115557000,12/30/2015 12:00:00 AM,4308 COLFAX AVE S,-10385237,5609692,478.1000(B),SNOW EMERGENCY EVEN,13,East Harriet,Southwest,Day 2,-10385237,5609692
214,271115527000,12/30/2015 12:00:00 AM,4314 10TH AVE S,-10381662,5609696,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10381662,5609696
215,271115527000,12/30/2015 12:00:00 AM,4306 BLAISDELL AVE S,-10383802,5609706,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383802,5609706
216,271115527000,12/30/2015 12:00:00 AM,4310 11TH AVE S,-10381522,5609707,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10381522,5609707
217,271115551000,12/30/2015 12:00:00 AM,4302 ALDRICH AVE S,-10384953,5609708,478.1000(B),SNOW EMERGENCY EVEN,13,East Harriet,Southwest,Day 2,-10384953,5609708
218,271115551000,12/30/2015 12:00:00 AM,4300 ALDRICH AVE S,-10384953,5609713,478.1000(B),SNOW EMERGENCY EVEN,13,East Harriet,Southwest,Day 2,-10384953,5609713
219,271115519000,12/30/2015 12:00:00 AM,4304 16TH AVE S,-10380674,5609723,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10380674,5609723
220,271115527000,12/30/2015 12:00:00 AM,4302 14TH AVE S,-10381098,5609728,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10381098,5609728
221,271115565000,12/30/2015 12:00:00 AM,604 43RD ST W,-10384672,5609729,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10384672,5609729
222,271115527000,12/30/2015 12:00:00 AM,4302 11TH AVE S,-10381522,5609729,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10381522,5609729
223,271115527000,12/30/2015 12:00:00 AM,4300 14TH AVE S,-10381098,5609734,478.1000(B),SNOW EMERGENCY EVEN,11,Northrop,Nokomis,Day 2,-10381098,5609734
224,271115565000,12/30/2015 12:00:00 AM,206 43RD ST W,-10384098,5609735,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10384098,5609735
225,271115565000,12/30/2015 12:00:00 AM,4 43RD ST W,-10383659,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383659,5609739
226,271115557000,12/30/2015 12:00:00 AM,5552 COLFAX AVE S,-10385236,5606158,478.1000(B),SNOW EMERGENCY EVEN,13,Kenny,Southwest,Day 2,-10385236,5606158
227,271115557000,12/30/2015 12:00:00 AM,5538 COLFAX AVE S,-10385236,5606196,478.1000(B),SNOW EMERGENCY EVEN,13,Kenny,Southwest,Day 2,-10385236,5606196
228,271115527000,12/29/2015 12:00:00 AM,1707 26TH ST E,-10380519,5614518,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,Day 1,-10380519,5614518
229,271115556000,12/29/2015 12:00:00 AM,2321 11TH AVE S,-10381450,5615202,478.1000(A),SNOW EMERGENCY PARK,6,Ventura Village,Phillips,Day 1,-10381450,5615202
230,271115565000,12/30/2015 12:00:00 AM,2 43RD ST W,-10383656,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383656,5609739
231,271115565000,12/30/2015 12:00:00 AM,20 43RD ST E,-10383622,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383622,5609739
232,271115551000,12/30/2015 12:00:00 AM,5504 1ST AVE S,-10383534,5606202,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10383534,5606202
233,271115551000,12/29/2015 12:00:00 AM,2539 3RD AVE S,-10383070,5614694,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383070,5614694
234,271115422000,12/30/2015 12:00:00 AM,20 43RD ST E,-10383622,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383622,5609739
235,271115551000,12/30/2015 12:00:00 AM,5534 GRAND AVE S,-10384386,5606209,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10384386,5606209
236,271115565000,12/30/2015 12:00:00 AM,22 43RD ST E,-10383619,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383619,5609739
237,271115562000,12/30/2015 12:00:00 AM,5548 37TH AVE S,-10377108,5606213,478.1000(B),SNOW EMERGENCY EVEN,12,Morris Park,Nokomis,Day 2,-10377108,5606213
238,271115422000,12/30/2015 12:00:00 AM,22 43RD ST E,-10383619,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383619,5609739
239,271115543000,12/29/2015 12:00:00 AM,2535 BLOOMINGTON AVE S,-10380805,5614707,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,Day 1,-10380805,5614707
240,271115527000,12/29/2015 12:00:00 AM,1229 26TH ST W,-10385529,5614519,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isle,Day 1,-10385529,5614519
241,271115562000,12/30/2015 12:00:00 AM,5532 38TH AVE S,-10376965,5606257,478.1000(B),SNOW EMERGENCY EVEN,12,Morris Park,Nokomis,Day 2,-10376965,5606257
242,271115492000,12/29/2015 12:00:00 AM,2309 CHICAGO AVE S,-10381936,5615217,478.1000(A),SNOW EMERGENCY PARK,6,Ventura Village,Phillips,Day 1,-10381936,5615217
243,271115497000,12/29/2015 12:00:00 AM,2315 27TH AVE S,-10378646,5615217,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,Day 1,-10378646,5615217
244,271115527000,12/29/2015 12:00:00 AM,1215 26TH ST W,-10385510,5614519,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isle,Day 1,-10385510,5614519
245,271115492000,12/29/2015 12:00:00 AM,2532 NICOLLET AVE,-10383650,5614710,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383650,5614710
246,271115492000,12/29/2015 12:00:00 AM,2533 NICOLLET AVE,-10383638,5614710,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383638,5614710
247,271115559000,12/29/2015 12:00:00 AM,2307 27TH AVE S,-10378646,5615228,478.1000(A),SNOW EMERGENCY PARK,6,Seward,Longfellow,Day 1,-10378646,5615228
248,271115527000,12/29/2015 12:00:00 AM,1213 26TH ST W,-10385507,5614519,478.1000(A),SNOW EMERGENCY PARK,10,Lowry Hill East,Calhoun Isle,Day 1,-10385507,5614519
249,271115492000,12/29/2015 12:00:00 AM,2530 NICOLLET AVE,-10383650,5614716,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383650,5614716
250,271115551000,12/29/2015 12:00:00 AM,2213 3RD AVE S,-10383068,5615345,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383068,5615345
251,271115492000,12/29/2015 12:00:00 AM,2530 NICOLLET AVE,-10383650,5614716,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383650,5614716
252,271115543000,12/29/2015 12:00:00 AM,2531 BLOOMINGTON AVE S,-10380805,5614718,478.1000(A),SNOW EMERGENCY PARK,9,East Phillips,Phillips,Day 1,-10380805,5614718
253,271115492000,12/29/2015 12:00:00 AM,2212 CHICAGO AVE S,-10381948,5615345,478.1000(A),SNOW EMERGENCY PARK,6,Phillips West,Phillips,Day 1,-10381948,5615345
254,271115492000,12/29/2015 12:00:00 AM,2528 NICOLLET AVE,-10383650,5614721,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383650,5614721
255,271115543000,12/29/2015 12:00:00 AM,2217 BLOOMINGTON AVE S,-10380796,5615347,478.1000(A),SNOW EMERGENCY PARK,6,Ventura Village,Phillips,Day 1,-10380796,5615347
256,271115492000,12/29/2015 12:00:00 AM,2529 NICOLLET AVE,-10383638,5614721,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383638,5614721
257,271115492000,12/29/2015 12:00:00 AM,2526 NICOLLET AVE,-10383650,5614726,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383650,5614726
258,271115492000,12/29/2015 12:00:00 AM,2208 CHICAGO AVE S,-10381948,5615350,478.1000(A),SNOW EMERGENCY PARK,6,Phillips West,Phillips,Day 1,-10381948,5615350
259,271115492000,12/29/2015 12:00:00 AM,2527 NICOLLET AVE,-10383638,5614726,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383638,5614726
260,271115492000,12/29/2015 12:00:00 AM,2206 CHICAGO AVE S,-10381948,5615353,478.1000(A),SNOW EMERGENCY PARK,6,Phillips West,Phillips,Day 1,-10381948,5615353
261,271115551000,12/29/2015 12:00:00 AM,2527 3RD AVE S,-10383070,5614726,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383070,5614726
262,271115565000,12/30/2015 12:00:00 AM,24 43RD ST E,-10383616,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383616,5609739
263,271115422000,12/30/2015 12:00:00 AM,24 43RD ST E,-10383616,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383616,5609739
264,271115422000,12/30/2015 12:00:00 AM,26 43RD ST E,-10383614,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383614,5609739
265,271115422000,12/30/2015 12:00:00 AM,28 43RD ST E,-10383611,5609739,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383611,5609739
266,271115543000,12/29/2015 12:00:00 AM,2206 BLOOMINGTON AVE S,-10380808,5615360,478.1000(A),SNOW EMERGENCY PARK,6,Ventura Village,Phillips,Day 1,-10380808,5615360
267,271115528000,12/30/2015 12:00:00 AM,2636 43RD ST E,-10378782,5609743,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,Day 2,-10378782,5609743
268,271115565000,12/30/2015 12:00:00 AM,310 43RD ST E,-10383040,5609745,478.1000(B),SNOW EMERGENCY EVEN,8,Regina,Nokomis,Day 2,-10383040,5609745
269,271115512000,12/30/2015 12:00:00 AM,1828 41ST ST E,-10380218,5610315,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,Day 2,-10380218,5610315
270,271115519000,12/30/2015 12:00:00 AM,1810 43RD ST E,-10380320,5609750,478.1000(B),SNOW EMERGENCY EVEN,8,Northrop,Nokomis,Day 2,-10380320,5609750
271,271115551000,12/29/2015 12:00:00 AM,2125 3RD AVE S,-10383068,5615476,478.1000(A),SNOW EMERGENCY PARK,10,Whittier,Powderhorn,Day 1,-10383068,5615476
272,271115543000,12/29/2015 12:00:00 AM,2526 BLOOMINGTON AVE S,-10380817,5614729,478.1000(A),SNOW EMERGENCY PARK,9,Midtown Phillips,Phillips,Day 1,-10380817,5614729
273,271115565000,12/30/2015 12:00:00 AM,526 41ST ST E,-10382600,5610317,478.1000(B),SNOW EMERGENCY EVEN,8,Bryant,Powderhorn,Day 2,-10382600,5610317
274,271115527000,12/30/2015 12:00:00 AM,4254 BLAISDELL AVE S,-10383802,5609860,478.1000(B),SNOW EMERGENCY EVEN,8,King Field,Southwest,Day 2,-10383802,5609860
275,271115551000,12/30/2015 12:00:00 AM,5504 GARFIELD AVE S,-10384670,5606288,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10384670,5606288
276,271115552000,12/30/2015 12:00:00 AM,4252 OAKLAND AVE S,-10382364,5609878,478.1000(B),SNOW EMERGENCY EVEN,8,Regina,Nokomis,Day 2,-10382364,5609878
277,271115551000,12/30/2015 12:00:00 AM,5442 BLAISDELL AVE S,-10383813,5606348,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10383813,5606348
278,271115552000,12/30/2015 12:00:00 AM,4246 OAKLAND AVE S,-10382363,5609894,478.1000(B),SNOW EMERGENCY EVEN,8,Regina,Nokomis,Day 2,-10382363,5609894
279,271115551000,12/30/2015 12:00:00 AM,5440 BLAISDELL AVE S,-10383813,5606352,478.1000(B),SNOW EMERGENCY EVEN,11,Windom,Southwest,Day 2,-10383813,5606352
280,271115492000,12/30/2015 12:00:00 AM,4244 LONGFELLOW AVE S,-10380110,5609897,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10380110,5609897
281,271115557000,12/30/2015 12:00:00 AM,5416 BRYANT AVE S,-10385095,5606540,478.1000(B),SNOW EMERGENCY EVEN,13,Kenny,Southwest,Day 2,-10385095,5606540
282,271115492000,12/30/2015 12:00:00 AM,4244 LONGFELLOW AVE S,-10380110,5609897,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10380110,5609897
283,271115551000,12/30/2015 12:00:00 AM,5356 1ST AVE S,-10383512,5606764,478.1000(B),SNOW EMERGENCY EVEN,11,Tangletown,Southwest,Day 2,-10383512,5606764
284,271115492000,12/30/2015 12:00:00 AM,4244 LONGFELLOW AVE S,-10380110,5609897,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10380110,5609897
285,271115551000,12/30/2015 12:00:00 AM,5232 3RD AVE S,-10383099,5607082,478.1000(B),SNOW EMERGENCY EVEN,11,Page,Nokomis,Day 2,-10383099,5607082
286,271115562000,12/30/2015 12:00:00 AM,5234 40TH AVE S,-10376676,5607106,478.1000(B),SNOW EMERGENCY EVEN,12,Minnehaha,Nokomis,Day 2,-10376676,5607106
287,271115492000,12/30/2015 12:00:00 AM,4238 LONGFELLOW AVE S,-10380110,5609914,478.1000(B),SNOW EMERGENCY EVEN,12,Ericsson,Nokomis,Day 2,-10380110,5609914
288,271115557000,12/30/2015 12:00:00 AM,5220 GIRARD AVE S,-10385802,5607109,478.1000(B),SNOW EMERGENCY EVEN,13,Lynnhurst,Southwest,Day 2,-10385802,5607109
289,271115557000,12/30/2015 12:00:00 AM,4228 COLFAX AVE S,-10385236,5609923,478.1000(B),SNOW EMERGENCY EVEN,13,East Harriet,Southwest,Day 2,-10385236,5609923
290,271115562000,12/30/2015 12:00:00 AM,5112 36TH AVE S,-10377242,5607450,478.1000(B),SNOW EMERGENCY EVEN,12,Minnehaha,Nokomis,Day 2,-10377242,5607450
