Club,Last Name,First Name,Position,Salary,Compensation,Year
Philadelphia Union,Carranza,Julián,F,950000,950000,2023
Philadelphia Union,Craig,Brandan,D,115000,127825,2023
Philadelphia Union,Donovan,Chris,F,68775,68775,2023
Philadelphia Union,Elliott,Jack,D,750000,843750,2023
Philadelphia Union,Flach,Leon,M,280000,294500,2023
Philadelphia Union,Gazdag,Dániel,M-F,1200000,1355000,2023
Philadelphia Union,Glesnes,Jakob,D,900000,1038125,2023
Philadelphia Union,Harriel,Nathan,D,160000,181675,2023
Philadelphia Union,Lowe,Damion,D,275000,318333,2023
Philadelphia Union,Makhanya,Olwethu,D,150000,188875,2023
Philadelphia Union,Martínez,José,D-M,550000,772500,2023
Philadelphia Union,Mbaizo,Olivier,D,300000,373589,2023
Philadelphia Union,McGlynn,Jack,M,160000,186533,2023
Philadelphia Union,Odada,Richard,M,95000,113500,2023
Philadelphia Union,Pierre,Nelson,F,67360,81476,2023
Philadelphia Union,Rafanello,Jeremy,M-F,85444,93080,2023
Philadelphia Union,Real,Matt,D,140000,149833,2023
Philadelphia Union,Sorenson,Anton,D,95000,98000,2023
Philadelphia Union,Sullivan,Quinn,M,120000,123500,2023
Philadelphia Union,Torres,Joaquín,M,260000,309800,2023
Philadelphia Union,Trent,Holden,GK,67360,67360,2023
Philadelphia Union,Uhre,Mikael,F,1700000,1940000,2023
Philadelphia Union,Wagner,Kai,D,630000,701000,2023
Portland Timbers,Acosta,Bryan,M,675000,731667,2023
Portland Timbers,Alves Santos,Antony,M,425000,490042,2023
Portland Timbers,Araujo,Miguel,D,525000,680313,2023
Portland Timbers,Asprilla,Dairon,M,365000,377500,2023
Portland Timbers,Ayala,David,D-M,375000,496000,2023
Portland Timbers,Bingham,David,GK,85444,85444,2023
Portland Timbers,Blanco,Sebastián,M-F,1380000,1748000,2023
Portland Timbers,Boli,Franck,F,450000,532000,2023
Portland Timbers,Bravo,Claudio,D,315000,371654,2023
Portland Timbers,Caliskan,Noel,M,67360,67360,2023
Portland Timbers,Chará,Diego,M,650000,658333,2023
Portland Timbers,Chará,Yimmi,M,1500000,1803000,2023
Portland Timbers,da Silva Ferreira,Evander,M,1885000,2230000,2023
Portland Timbers,Gutiérrez,Diego,F,68775,68775,2023
Portland Timbers,Ikoba,Tega,F,89716,89716,2023
Portland Timbers,Ivacic,Aljaz,GK,375000,460000,2023
Portland Timbers,Loría,Marvin,M,200000,239375,2023
Portland Timbers,Mabiala,Larrys,D,400000,412500,2023
Portland Timbers,McGraw,Zac,D,130000,151875,2023
Portland Timbers,Miller,Eric,D,120000,135000,2023
Portland Timbers,Mora,Felipe,F,120000,317750,2023
Portland Timbers,Moreno,Santiago,M,340000,384993,2023
Portland Timbers,Mosquera,Juan David,D,184000,209667,2023
Portland Timbers,Niezgoda,Jaroslaw,F,850000,1019244,2023
Portland Timbers,Paredes,Cristhian,M,550000,648000,2023
Portland Timbers,Rasmussen,Justin,D,85444,85444,2023
Portland Timbers,Sulte,Hunter,GK,85444,89247,2023
Portland Timbers,Uiliam Fogaça,Nathan,F,68775,68775,2023
Portland Timbers,Williamson,Eryk,M,625000,625000,2023
Portland Timbers,Zuparic,Dario,D,735000,939200,2023
Real Salt Lake,Arango,Cristian,F,1899996,2088746,2023
Real Salt Lake,Beavers,Gavin,GK,85444,91027,2023
Real Salt Lake,Benitez,Julio,D-M,85444,95069,2023
Real Salt Lake,Brody,Andrew,D,250000,275678,2023
Real Salt Lake,Caldwell,Scott,M,225000,230000,2023
Real Salt Lake,Chang,Maikel,M,170000,193750,2023
Real Salt Lake,Eneli,Emeka,D,67360,67360,2023
Real Salt Lake,Farnsworth,Zack,D,115000,129750,2023
Real Salt Lake,Glad,Justen,D,725000,905000,2023
Real Salt Lake,Gómez,Tomás,GK,85444,85444,2023
Real Salt Lake,Gómez,Carlos Andrés,M,220000,252000,2023
Real Salt Lake,Hidalgo,Bode,D,104000,108294,2023
Real Salt Lake,Holt,Erik,D,200000,218750,2023
Real Salt Lake,Jacquesson,Bertin,M,67360,74686,2023
Real Salt Lake,Julio,Anderson,M,750000,820000,2023
Real Salt Lake,Kei,Axel,F,85444,101444,2023
Real Salt Lake,Kreilach,Damir,M,1650000,1650000,2023
Real Salt Lake,Lambert,Kevon,D-M,180000,198150,2023
Real Salt Lake,Löffelsend,Jasper,M,96600,96600,2023
Real Salt Lake,Luna,Diego,M-F,120000,134380,2023
Real Salt Lake,MacMath,Zac,GK,350000,350000,2023
Real Salt Lake,Musovski,Danny,F,98687,98687,2023
Real Salt Lake,Nyeman,Moses,D-M,115000,133822,2023
Real Salt Lake,Ojeda,Braian,M,590000,648653,2023
Real Salt Lake,Orozco,Jaziel,D,85444,85444,2023
Real Salt Lake,Oviedo,Bryan,D,325000,375826,2023
Real Salt Lake,Palacio,Nelson,M,300000,343167,2023
Real Salt Lake,Paul,Ilijah,F,67360,74873,2023
Real Salt Lake,Pierre,Delentz,D,67360,72795,2023
Real Salt Lake,Rivera,Luis,D,67360,78460,2023
Real Salt Lake,Rubín,Rubio,F,600000,672847,2023
Real Salt Lake,Ruiz,Pablo,M,500000,573500,2023
Real Salt Lake,Savarino,Jefferson,M,1525000,1749292,2023
Real Salt Lake,Silva,Marcelo,D,600000,600000,2023
Real Salt Lake,Vera,Brayan,D,450000,507000,2023
Real Salt Lake,Wellings,Jude,M,85444,105444,2023
San Jose Earthquakes,Agren,Oskar,D,85444,85444,2023
San Jose Earthquakes,Akapo,Carlos,D,525000,570111,2023
San Jose Earthquakes,Akinola,Ayo,F,700000,771875,2023
San Jose Earthquakes,Baldisimo,Michael,D-M,85444,85444,2023
San Jose Earthquakes,Beason,Tanner,D,250000,250000,2023
San Jose Earthquakes,Bouda,Ousseni,M,100000,112500,2023
San Jose Earthquakes,Cilley,Cam,M,67360,67360,2023
San Jose Earthquakes,Cowell,Cade,M,600000,689909,2023
San Jose Earthquakes,de Sousa Britto,Daniel,GK,400000,400000,2023
San Jose Earthquakes,Ebobisse,Jeremy,F,763980,909863,2023
San Jose Earthquakes,Espinoza,Cristian,M,1150000,1265000,2023
San Jose Earthquakes,Gruezo,Carlos,D-M,1350000,1571086,2023
San Jose Earthquakes,Hoppe,Matthew,F,650004,725004,2023
San Jose Earthquakes,Kikanovic,Benjamin,M,130000,135775,2023
San Jose Earthquakes,Marcinkowski,JT,GK,350000,350000,2023
San Jose Earthquakes,Marie,Paul,D,180000,191375,2023
San Jose Earthquakes,Medina,Cruz,M-F,85444,103838,2023
San Jose Earthquakes,Mensah,Jonathan,D,1025000,1165667,2023
San Jose Earthquakes,Monteiro,Jamiro,M,1200000,1293500,2023
San Jose Earthquakes,Munie,Daniel,D,67360,67360,2023
San Jose Earthquakes,Ochoa,Emmanuel,GK,130000,140071,2023
San Jose Earthquakes,Pelae Cardoso,Nathan Raphael,D,700000,741250,2023
San Jose Earthquakes,Richmond,Will,M,68775,68775,2023
San Jose Earthquakes,Rodrigues de Oliveira,Antônio Josenildo,D,600000,658000,2023
San Jose Earthquakes,Silva Tavares,Judson,D-M,250000,250000,2023
San Jose Earthquakes,Skahan,Jack,M,88200,88200,2023
San Jose Earthquakes,Thompson,Tommy,D,115000,115000,2023
San Jose Earthquakes,Tingey,Keegan,D,67360,67360,2023
San Jose Earthquakes,Trauco,Miguel,D,500000,550000,2023
San Jose Earthquakes,Tsakiris,Niko,M,85444,89611,2023
San Jose Earthquakes,Verhoeven,Oscar,D,67360,80755,2023
San Jose Earthquakes,Walls,Casey,D,150000,153000,2023
San Jose Earthquakes,Yueill,Jackson,M,750000,786875,2023
Seattle Sounders FC,Alves Chú Franco,Leonardo,M,550000,550000,2023
Seattle Sounders FC,Araújo dos Santos,Héber,F,930000,1019000,2023
Seattle Sounders FC,Arreaga,Xavier,D,750000,750000,2023
Seattle Sounders FC,Atencio,Josh,D-M,92400,96762,2023
Seattle Sounders FC,Baker,Cody,D,67360,73064,2023
Seattle Sounders FC,Baker-Whiting,Reed,M,85444,105444,2023
Seattle Sounders FC,Castro,Jacob,GK,67360,67360,2023
Seattle Sounders FC,Cissoko,Abdoulaye,D,85444,85444,2023
Seattle Sounders FC,Cleveland,Stefan,GK,200000,217500,2023
Seattle Sounders FC,Dobbelaere,Ethan,M,104000,118000,2023
Seattle Sounders FC,Frei,Stefan,GK,650000,650000,2023
Seattle Sounders FC,Gómez Andrade,Yeimar,D,672732,741820,2023
Seattle Sounders FC,Hawkins,Stuart,D,67360,79381,2023
Seattle Sounders FC,Kitahara,Sota,D-M,67360,69860,2023
Seattle Sounders FC,Lodeiro,Nicolás,M-F,2640000,3256667,2023
Seattle Sounders FC,Mior,João Paulo,M,1300000,1383333,2023
Seattle Sounders FC,Montero,Fredy,F,195000,195000,2023
Seattle Sounders FC,Morris,Jordan,M,1550000,1560000,2023
Seattle Sounders FC,Ragen,Jackson,D,85444,85444,2023
Seattle Sounders FC,Roldán,Cristian,M,1320000,1441000,2023
Seattle Sounders FC,Roldán,Álex,D,300000,332500,2023
Seattle Sounders FC,Rothrock,Paul,F,85444,85444,2023
Seattle Sounders FC,Rowe,Kelyn,M,300000,300000,2023
Seattle Sounders FC,Ruidíaz,Raúl,F,2472000,3201120,2023
Seattle Sounders FC,Rusnák,Albert,M-F,1800000,1871667,2023
Seattle Sounders FC,Teves,Dylan,M,68775,68775,2023
Seattle Sounders FC,Thomas,Andrew,GK,125000,132500,2023
Seattle Sounders FC,Tolo,Nouhou,D,550000,571875,2023
Seattle Sounders FC,Vargas,Obed,M,67360,76392,2023
Sporting Kansas City,Afrifa,Stephen,F,67360,67360,2023
Sporting Kansas City,Agada,Willy,F,225000,271875,2023
Sporting Kansas City,Castellanos,Robert,D,85444,85444,2023
Sporting Kansas City,Cisneros,Ozzie,M-F,85444,88444,2023
Sporting Kansas City,Davis,Jake,D,85444,85444,2023
Sporting Kansas City,Duke,Cameron,M,137500,140500,2023
Sporting Kansas City,Espinoza,Róger,M,85444,85444,2023
Sporting Kansas City,Flores,Danny,M,67360,67360,2023
Sporting Kansas City,Fontàs,Andreu,D,450000,450000,2023
Sporting Kansas City,Ford,Kortne,D,165000,170000,2023
Sporting Kansas City,Gutiérrez,Felipe,M,165000,165000,2023
Sporting Kansas City,Hernández,Felipe,M,175000,207000,2023
Sporting Kansas City,Kinda,Gadi,M-F,850000,918000,2023
Sporting Kansas City,Leibold,Tim,D,500000,501050,2023
Sporting Kansas City,McIntosh,Kendall,GK,130000,130000,2023
Sporting Kansas City,Melia,Tim,GK,625000,637500,2023
Sporting Kansas City,Ndenbe,Logan,D,350000,396125,2023
Sporting Kansas City,Pierre,Kayden,D,85444,91819,2023
Sporting Kansas City,Pulido,Alan,F,2200000,2200000,2023
Sporting Kansas City,Pulskamp,John,GK,150000,173500,2023
Sporting Kansas City,Radoja,Nemanja,D-M,800000,890000,2023
Sporting Kansas City,Rindov,Chris,D,67360,67360,2023
Sporting Kansas City,Rosero,Dany,D,456000,456000,2023
Sporting Kansas City,Russell,Johnny,M,1000000,1000000,2023
Sporting Kansas City,Sallói,Dániel,M,1100000,1100000,2023
Sporting Kansas City,Shelton,Khiry,F,575000,625000,2023
Sporting Kansas City,Thommy,Erik,M-F,1550000,1656250,2023
Sporting Kansas City,Tzionis,Marinos,M,625000,625000,2023
Sporting Kansas City,Voloder,Robert,D,425000,452860,2023
Sporting Kansas City,Walter,Rémi,M,850000,850000,2023
Sporting Kansas City,Zusi,Graham,D,325000,325000,2023
St. Louis City SC,Adeniran,Samuel,F,85444,85444,2023
St. Louis City SC,Alm,Rasmus,M,220000,284425,2023
St. Louis City SC,Bartlett,Lucas,D,85444,85444,2023
St. Louis City SC,Bell,Jon,D,88200,88200,2023
St. Louis City SC,Blom,Njabulo,D-M,246000,338250,2023
St. Louis City SC,Bürki,Roman,GK,1500000,1632469,2023
St. Louis City SC,Creek,Michael,GK,85444,85444,2023
St. Louis City SC,Gioacchini,Nicholas,F,380004,399287,2023
St. Louis City SC,Glover,Caden,F,67360,72360,2023
St. Louis City SC,Hiebert,Kyle,D,85444,85444,2023
St. Louis City SC,Jackson,Aziel,M-F,85444,89341,2023
St. Louis City SC,Jensen,Isak,M,175000,228250,2023
St. Louis City SC,Klauss de Mello,João,F,1230000,1370284,2023
St. Louis City SC,Löwen,Eduard,M,1200000,1344250,2023
St. Louis City SC,Lundt,Ben,GK,100000,112833,2023
St. Louis City SC,Markanich,Anthony,D,68775,68775,2023
St. Louis City SC,Nelson,John,D,160000,168000,2023
St. Louis City SC,Nerwinski,Jake,D,250000,277500,2023
St. Louis City SC,Nilsson,Joakim,D,1102450,1170950,2023
St. Louis City SC,O'Malley,Owen,D,67360,72360,2023
St. Louis City SC,Ostrák,Tomás,M-F,700000,801000,2023
St. Louis City SC,Parker,Tim,D,1000000,1037500,2023
St. Louis City SC,Perez,Miguel,M,67360,67360,2023
St. Louis City SC,Pidro,Selmir,D,325000,374375,2023
St. Louis City SC,Pompeu,Célio Antonio,M,68775,68775,2023
St. Louis City SC,Schneider,Max,M,68775,68775,2023
St. Louis City SC,Stroud,Jared,M,88200,103200,2023
St. Louis City SC,Thórisson,Nökkvi,M,150000,172438,2023
St. Louis City SC,Vassilev,Indiana,M-F,250000,281250,2023
St. Louis City SC,Watts,Akil,D-M,67360,67360,2023
St. Louis City SC,Yaro,Joshua,D,85444,85444,2023
Toronto FC,Antonoglou,Themi,D,68775,72880,2023
Toronto FC,Bernardeschi,Federico,M,3125000,6295381,2023
Toronto FC,Blessing,Latif,M-F,600000,665000,2023
Toronto FC,Bradley,Michael,M,614286,614286,2023
Toronto FC,Coello,Alonso,D-M,67360,71693,2023
Toronto FC,Diomande,Adama,F,525000,585000,2023
Toronto FC,Franklin,Kobe,D,67360,78162,2023
Toronto FC,Gavran,Luka,GK,67360,70827,2023
Toronto FC,Gutiérrez,Cristián,D,300000,311667,2023
Toronto FC,Insigne,Lorenzo,M,7500000,15400000,2023
Toronto FC,Johnson,Sean,GK,405751,683013,2023
Toronto FC,Kerr,Deandre,M,85444,90763,2023
Toronto FC,Mabika,Aimé,D,85444,93569,2023
Toronto FC,Mailula,Cassius,M,275000,291003,2023
Toronto FC,Marshall-Rutty,Jahkeele,D,152500,159313,2023
Toronto FC,Mbongue,Hugo,F,67360,78787,2023
Toronto FC,O'Neill,Shane,D,350000,388000,2023
Toronto FC,Osorio,Jonathan,M,1400000,1400000,2023
Toronto FC,Owusu,Prince Osei,F,600000,707500,2023
Toronto FC,Perruzza,Jordan,F,130000,132500,2023
Toronto FC,Petretta,Raoul,D,625000,856625,2023
Toronto FC,Ranjitsingh,Greg,GK,95000,100167,2023
Toronto FC,Romero,Tomás,GK,120000,125000,2023
Toronto FC,Rosted,Sigurd,D,763636,768636,2023
Toronto FC,Sapong,C.J.,F,600000,616667,2023
Toronto FC,Servania,Brandon,M,475000,530833,2023
Toronto FC,Singh,Luke,D,85444,93410,2023
Toronto FC,Thompson,Kosi,M,85444,90704,2023
Toronto FC,Vázquez,Víctor,M-F,268000,301500,2023
Vancouver Whitecaps,Adekugbe,Sam,D,729516,817516,2023
Vancouver Whitecaps,Ahmed,Ali,M,85444,94819,2023
Vancouver Whitecaps,Alexandre Souza e Silv,Caio,M,500000,562500,2023
Vancouver Whitecaps,Anchor,Max,GK,67360,74802,2023
Vancouver Whitecaps,Becher,Simon,F,67360,70485,2023
Vancouver Whitecaps,Berhalter,Sebastian,M,150000,160250,2023
Vancouver Whitecaps,Blackmon,Tristan,D,400000,451208,2023
Vancouver Whitecaps,Boehmer,Isaac,GK,68775,68775,2023
Vancouver Whitecaps,Brown,Javain,D,140000,153688,2023
Vancouver Whitecaps,Caicedo,Déiber,M,350000,381125,2023
Vancouver Whitecaps,Campagna,Matteo,D,85444,94456,2023
Vancouver Whitecaps,Cubas,Andrés,D-M,1050000,1146375,2023
Vancouver Whitecaps,Gauld,Ryan,M-F,2400000,2505000,2023
Vancouver Whitecaps,Habibullah,Kamron,M,85444,95044,2023
Vancouver Whitecaps,Hasal,Thomas,GK,203000,222412,2023
Vancouver Whitecaps,Hoilett,Junior,M,228000,228000,2023
Vancouver Whitecaps,Johnson,Levonte,M,67360,67360,2023
Vancouver Whitecaps,Laborda,Mathías,D,760000,903625,2023
Vancouver Whitecaps,Laryea,Richie,D,1436338,1436338,2023
Vancouver Whitecaps,Martins,Luís,D,300000,300000,2023
Vancouver Whitecaps,Ngando,J.C.,D-M,67360,85359,2023
Vancouver Whitecaps,Raposo,Ryan,M,120000,137000,2023
Vancouver Whitecaps,Schöpf,Alessandro,M-F,900000,992500,2023
Vancouver Whitecaps,Takaoka,Yohei,GK,179520,297233,2023
Vancouver Whitecaps,Teibert,Russell,D-M,400000,449375,2023
Vancouver Whitecaps,Veselinovic,Ranko,D,495000,580500,2023
Vancouver Whitecaps,Vite,Pedro,M-F,592000,645997,2023
Vancouver Whitecaps,White,Brian,F,511000,511000,2023
Vancouver Whitecaps,Yao,Karifa,D,89716,94123,2023
Atlanta United,Ríos,Daniel,Center Forward,89716,126383,2024
Atlanta United,Sosa,Santiago,Defensive Midfield,685000,778100,2024
Atlanta United,Ibarra,Franco,Defensive Midfield,600000,660000,2024
Atlanta United,Mosquera,Edwin,Left Wing,400000,437000,2024
Atlanta United,Muyumba,Tristan,Defensive Midfield,525000,566600,2024
Atlanta United,Thiaré,Jamal,Center Forward,500000,595000,2024
Atlanta United,Almada,Thiago,Attacking Midfield,1550000,2232000,2024
Atlanta United,Wolff,Tyler,Right Wing,150000,154500,2024
Atlanta United,Cobb,Noah,Center-back,89716,89716,2024
Atlanta United,Firmino,Nick,Central Midfield,71401,71401,2024
Atlanta United,Brennan,Luke,Left Wing,71401,71401,2024
Atlanta United,Morales,Efraín,Center-back,89716,97735,2024
Atlanta United,Wiley,Caleb,Left-back,150000,151600,2024
Atlanta United,Fortune,Ajani,Central Midfield,71401,71401,2024
Atlanta United,Torres,Adyn,Central Midfield,71401,71401,2024
Atlanta United,Centeno,Erik,Right-back,89716,96492,2024
Atlanta United,Silva,Xande,Left Wing,560000,604250,2024
Atlanta United,Lobjanidze,Saba,Left Wing,900000,998750,2024
Atlanta United,Abram,Luis,Center-back,732275,871888,2024
Atlanta United,Etienne Jr.,Derrick,Left Wing,710062,710062,2024
Atlanta United,Lennon,Brooks,Right-back,740000,740000,2024
Atlanta United,Slisz,Bartosz,Defensive Midfield,630000,830000,2024
Atlanta United,Gregersen,Stian,Center-back,1000000,1120000,2024
Atlanta United,Giakoumakis,Georgios,Center Forward,1664600,2248417,2024
Atlanta United,Hernández,Ronald,Right-back,450000,450000,2024
Atlanta United,Westberg,Quentin,Goalkeeper,89716,109716,2024
Atlanta United,Cohen,Josh,Goalkeeper,265000,303500,2024
Atlanta United,Williams,Derrick,Center-back,400000,447500,2024
Atlanta United,McCarty,Dax,Central Midfield,225000,256250,2024
Atlanta United,Guzan,Brad,Goalkeeper,600000,612500,2024
Atlanta United,McFadden,Aiden,Right-back,89716,89716,2024
Austin FC,Kolmanic,Zan,Left-back,350000,350000,2024
Austin FC,Djitté,Moussa,Center Forward,650000,650000,2024
Austin FC,Ring,Alexander,Central Midfield,1525000,1665000,2024
Austin FC,Wolff,Owen,Central Midfield,110000,123053,2024
Austin FC,Burton,Micah,Attacking Midfield,71401,82401,2024
Austin FC,Las,Damian,Goalkeeper,89716,89716,2024
Austin FC,Fodrey,CJ,Left Wing,89716,93716,2024
Austin FC,Hedges,Matt,Center-back,428313,560922,2024
Austin FC,Väisänen,Leo,Center-back,600000,654500,2024
Austin FC,Cascante,Julio,Center-back,700000,773750,2024
Austin FC,Valencia,Jhojan,Defensive Midfield,450000,495125,2024
Austin FC,Zardes,Gyasi,Center Forward,1000000,1000000,2024
Austin FC,Driussi,Sebastián,Attacking Midfield,4500000,6722500,2024
Austin FC,Rigoni,Emiliano,Right Wing,1599996,2047996,2024
Austin FC,Cleveland,Stefan,Goalkeeper,200000,224167,2024
Austin FC,Bersano,Matt,Goalkeeper,150000,157500,2024
Austin FC,Gallagher,Jon,Left-back,375000,375000,2024
Austin FC,Obrian,Jáder,Right Wing,495000,537300,2024
Austin FC,Jiménez,Héctor,Right-back,89716,89716,2024
Austin FC,da Trindade Dubas,Guilherme,Left-back,200000,200000,2024
Austin FC,Finlay,Ethan,Right Wing,262500,306250,2024
Austin FC,Rubio,Diego,Center Forward,350000,390000,2024
Austin FC,Pereira,Daniel,Central Midfield,125000,138414,2024
Austin FC,Hines-Ike,Brendan,Center-back,199992,199992,2024
Austin FC,Stuver,Brad,Goalkeeper,459000,481813,2024
CF Montreal,Biello,Alessandro,Central Midfield,71401,71401,2024
CF Montreal,Doody,Grayson,Right-back,71401,73682,2024
CF Montreal,Schiavoni,Matteo,Right Midfield,71401,77383,2024
CF Montreal,Ibrahim,Sunusi,Center Forward,350000,410000,2024
CF Montreal,Sosa,Joaquín,Center-back,251500,251500,2024
CF Montreal,Campbell,George,Center-back,400000,441250,2024
CF Montreal,Zouhir,Rida,Central Midfield,89716,100452,2024
CF Montreal,Saliba,Nathan-Dylan,Central Midfield,130000,142434,2024
CF Montreal,Choinière,Mathieu,Central Midfield,275000,302500,2024
CF Montreal,Sirois,Jonathan,Goalkeeper,135000,152156,2024
CF Montreal,Duke,Bryce,Attacking Midfield,325000,406875,2024
CF Montreal,Lassiter,Ariel,Left Wing,240000,260280,2024
CF Montreal,Lappalainen,Lassi,Left Wing,720000,750000,2024
CF Montreal,Opoku,Kwadwo,Right Wing,344828,485055,2024
CF Montreal,Martínez,Josef,Center Forward,1309091,1309091,2024
CF Montreal,Yankov,Dominik,Attacking Midfield,350000,385000,2024
CF Montreal,Wanyama,Victor,Defensive Midfield,1440000,1800000,2024
CF Montreal,Breza,Sebastian,Goalkeeper,89716,89716,2024
CF Montreal,Piette,Samuel,Defensive Midfield,397375,434500,2024
CF Montreal,Gregório Teixeira,Ruan,Right-back,440000,440000,2024
CF Montreal,Thorkelsson,Róbert Orri,Center-back,225000,248500,2024
CF Montreal,Edwards,Raheem,Left-back,335000,367500,2024
CF Montreal,Jabang,Ousman,Defensive Midfield,71401,71401,2024
CF Montreal,Cóccaro,Matías,Center Forward,800000,888000,2024
CF Montreal,Toye,Mason,Center Forward,600000,658000,2024
CF Montreal,Ketterer,Logan,Goalkeeper,92610,92610,2024
CF Montreal,Vilsaint,Jules-Anthony,Center Forward,89716,96591,2024
CF Montreal,Waterman,Joel,Center-back,336000,384333,2024
CF Montreal,Iliadis,Ilias,Defensive Midfield,89716,96591,2024
CF Montreal,Corbo,Gabriele,Center-back,216350,216350,2024
CF Montreal,Álvarez,Fernando,Center-back,225000,257000,2024
CF Montreal,Offor,Chinonso,Center Forward,230004,287879,2024
Charlotte FC,Abada,Liel,Right Wing,2300000,2448500,2024
Charlotte FC,Petkovic,Nikola,Defensive Midfield,360000,406250,2024
Charlotte FC,Vargas,Kerwin,Center Forward,400000,437125,2024
Charlotte FC,Dejaegere,Brecht,Central Midfield,1000000,1179375,2024
Charlotte FC,Berchimas,Nimfasha,Left Wing,89716,104650,2024
Charlotte FC,Lindsey,Jaylin,Right-back,275000,311875,2024
Charlotte FC,Neeley,Jack,Center-back,71401,73401,2024
Charlotte FC,Romero,Brian,Right Wing,100000,110833,2024
Charlotte FC,Cambridge,Brandon,Right Wing,89716,97742,2024
Charlotte FC,Diop,Hamady,Left-back,89716,97216,2024
Charlotte FC,Byrne,Nathan,Right-back,560000,607833,2024
Charlotte FC,Kahlina,Kristijan,Goalkeeper,550000,576875,2024
Charlotte FC,Uronen,Jere,Left-back,525000,572813,2024
Charlotte FC,Westwood,Ashley,Defensive Midfield,750000,850000,2024
Charlotte FC,Świderski,Karol,Center Forward,2200000,2258000,2024
Charlotte FC,Copetti,Enzo,Center Forward,1000000,1142250,2024
Charlotte FC,Forbes,Jahlane,Left-back,71401,71401,2024
Charlotte FC,Smalls,Tyger,Left Wing,71401,71401,2024
Charlotte FC,Arfield,Scott,Central Midfield,450000,487500,2024
Charlotte FC,Agyemang,Patrick,Center Forward,71401,71401,2024
Charlotte FC,de Almeida Júnior,Ocimar,Central Midfield,250000,292500,2024
Charlotte FC,Scardina,Nick,Right-back,71401,71401,2024
Charlotte FC,Reginaldo,João Pedro,Center-back,89716,101311,2024
Charlotte FC,Tavares,Iuri,Left Wing,89716,101769,2024
Charlotte FC,Marks,George,Goalkeeper,89716,89716,2024
Charlotte FC,Diani,Djibril,Defensive Midfield,260000,297944,2024
Charlotte FC,Bingham,David,Goalkeeper,89716,89716,2024
Charlotte FC,Odunze,Chituru,Goalkeeper,71401,84909,2024
Charlotte FC,Bronico,Brandt,Central Midfield,350000,389000,2024
Charlotte FC,Tuiloma,Bill,Center-back,460000,484938,2024
Charlotte FC,Bender,Ben,Central Midfield,115000,125000,2024
Charlotte FC,Privett,Andrew,Center-back,71401,71401,2024
Charlotte FC,Malanda,Adilson,Center-back,325000,353083,2024
Chicago Fire,Wootton,Laurence,Central Midfield,71401,73285,2024
Chicago Fire,Koutsias,Georgios,Center Forward,470800,470800,2024
Chicago Fire,Navarro,Federico,Defensive Midfield,500000,557500,2024
Chicago Fire,Gutiérrez,Brian,Attacking Midfield,803409,895879,2024
Chicago Fire,Czichos,Rafael,Center-back,1300000,1336667,2024
Chicago Fire,Giménez,Gastón,Defensive Midfield,1600000,1633333,2024
Chicago Fire,Bezerra,Victor,Center Forward,104004,116465,2024
Chicago Fire,Oregel,Sergio,Central Midfield,89716,89716,2024
Chicago Fire,Rodríguez,Missael,Center Forward,89716,89716,2024
Chicago Fire,Pineda,Mauricio,Center-back,345000,376220,2024
Chicago Fire,Reynolds,Justin,Right-back,71401,71401,2024
Chicago Fire,Casas,Javier,Central Midfield,89716,94383,2024
Chicago Fire,Brady,Chris,Goalkeeper,225000,248250,2024
Chicago Fire,Salquist,Tobias,Center-back,400000,454167,2024
Chicago Fire,Acosta,Kellyn,Defensive Midfield,1392188,1558869,2024
Chicago Fire,Mueller,Chris,Right Wing,650004,712324,2024
Chicago Fire,Souquet,Arnaud,Right-back,620012,699679,2024
Chicago Fire,Shaqiri,Xherdan,Attacking Midfield,7350000,8153000,2024
Chicago Fire,Cuypers,Hugo,Center Forward,3238000,3528044,2024
Chicago Fire,Omsberg,Wyatt,Center-back,200000,217000,2024
Chicago Fire,Barlow,Tom,Center Forward,250000,280000,2024
Chicago Fire,Richey,Spencer,Goalkeeper,165000,165000,2024
Chicago Fire,Haile-Selassie,Maren,Left Midfield,344000,383500,2024
Chicago Fire,Dean,Jonathan,Right-back,115000,123167,2024
Chicago Fire,Gal,Jeff,Goalkeeper,89716,89716,2024
Chicago Fire,Herbers,Fabian,Right Wing,400000,421250,2024
Chicago Fire,Gasper,Chase,Left-back,500000,525000,2024
Chicago Fire,Terán,Carlos,Center-back,529000,619000,2024
Chicago Fire,Dowd,Bryan,Goalkeeper,71401,71401,2024
Chicago Fire,Gutman,Andrew,Left-back,600000,600000,2024
Chicago Fire,Arigoni,Allan,Right-back,462000,472000,2024
Colorado Rapids,Tavares,Sidnei,Central Midfield,525000,750600,2024
Colorado Rapids,Nicholson,Sam,Left Midfield,350000,385313,2024
Colorado Rapids,Bassett,Cole,Attacking Midfield,850000,850000,2024
Colorado Rapids,Maxsø,Andreas,Center-back,1150000,1342500,2024
Colorado Rapids,Anderson,Sebastian,Right-back,150000,150000,2024
Colorado Rapids,Larraz,Oliver,Central Midfield,100000,105375,2024
Colorado Rapids,Edwards,Michael,Center-back,130000,130000,2024
Colorado Rapids,Travis,Jackson,Left-back,89716,92216,2024
Colorado Rapids,Yapi,Darren,Center Forward,89716,100549,2024
Colorado Rapids,Beaudry,Adam,Goalkeeper,71401,75568,2024
Colorado Rapids,Bombito,Moïse,Center-back,89716,107928,2024
