email_id,label
531,Archived
531,Category Promotions
531,Unread
531,Personal
532,Inbox
532,Category Promotions
532,Unread
533,Archived
533,Category Promotions
533,Unread
533,Personal
534,Archived
534,Category Promotions
534,Unread
534,Personal
535,Archived
535,Category Promotions
535,Unread
535,Personal
536,Archived
536,Category Promotions
536,Unread
536,Personal
537,Archived
537,Category Promotions
537,Unread
537,Personal
538,Inbox
538,Category Promotions
538,Unread
539,Archived
539,Category Promotions
539,Unread
539,Personal
540,Archived
540,Category Promotions
540,Unread
540,Personal
541,Archived
541,Category Promotions
541,Unread
541,Personal
542,Archived
542,Category Promotions
542,Unread
542,Personal
543,Archived
543,Category Promotions
543,Unread
543,Personal
544,Archived
544,Category Promotions
544,Personal
545,Inbox
545,Category Promotions
545,Unread
546,Archived
546,Category Promotions
546,Unread
546,Personal
547,Inbox
547,Category Promotions
547,Unread
548,Archived
548,Category Promotions
548,Unread
548,Personal
549,Archived
549,Category Promotions
549,Unread
549,Personal
550,Inbox
