Date,Phase (degrees),Distance (M), Declination (degrees) , Azimuth (degrees) , Altitude (degrees) 
3/25/21,89,373561602.8, 16.45 , 78.04 , 11.45 
3/26/21,95,369446021.5, 11.40 , 72.92 , (0.21)
3/27/21,99,366362357.1, 5.58 , 67.73 , (13.36)
3/28/21,100,364616360.3, (0.66), 61.92 , (26.06)
3/29/21,98,364360976, (6.95), 54.63 , (38.59)
3/30/21,93,365569941.3, (12.87), 44.28 , (50.45)
3/31/21,86,368049384.3, (18.03), 27.67 , (60.66)
4/1/21,77,371483940.8, (22.05), 0.13 , (67.05)
4/2/21,67,375501471.6, (24.67), 325.99 , (66.69)
4/3/21,56,379737012.5, (25.74), 300.66 , (60.20)
4/4/21,45,383881608.4, (25.28), 285.70 , (50.81)
4/5/21,34,387709412.2, (23.42), 276.42 , (40.34)
4/6/21,25,391084023.8, (20.39), 270.00 , (29.52)
4/7/21,16,393947901.6, (16.45), 265.06 , (18.59)
4/8/21,10,396301463.6, (11.86), 260.89 , (7.67)
4/9/21,5,398177068.3, (6.86), 257.06 , 3.35 
4/10/21,1,399612821.3, (1.66), 253.22 , 13.91 
4/11/21,0,400631084.3, 3.55 , 249.06 , 24.43 
4/12/21,1,401223811.3, 8.59 , 244.14 , 34.75 
4/13/21,3,401347393.4, 13.27 , 237.77 , 44.73 
4/14/21,7,400926768.6, 17.42 , 228.70 , 54.13 
4/15/21,13,399868623.5, 20.86 , 214.49 , 62.37 
4/16/21,19,398080689.6, 23.40 , 191.43 , 68.08 
4/17/21,28,395495742.2, 24.88 , 160.52 , 68.98 
4/18/21,37,392096783.4, 25.17 , 133.88 , 64.37 
4/19/21,46,387940693.1, 24.19 , 116.91 , 56.23 
4/20/21,57,383177037.5, 21.91 , 106.33 , 46.26 
4/21/21,67,378057787.6, 18.41 , 99.11 , 35.21 
4/22/21,77,372933103.9, 13.83 , 93.65 , 23.39 
4/23/21,85,368227756.2, 8.35 , 89.07 , 11.00 
4/24/21,93,364395110.9, 2.25 , 84.80 , (1.11)
4/25/21,98,361850951.1, (4.12), 80.39 , (15.24)
4/26/21,100,360898867.8, (10.39), 75.27 , (28.57)
4/27/21,99,361667667.9, (16.08), 68.53 , (41.69)
4/28/21,95,364082359.2, (20.77), 58.31 , (54.07)
4/29/21,89,367879755, (24.06), 40.33 , (64.61)
4/30/21,80,372663229.7, (25.72), 7.85 , (70.58)
5/1/21,70,377976699.9, (25.70), 330.12 , (68.53)
5/2/21,60,383376029.7, (24.14), 306.62 , (60.61)
5/3/21,49,388482217.9, (21.31), 293.96 , (50.55)
5/4/21,39,393011283.5, (17.52), 286.30 , (39.87)
5/5/21,29,396782869.3, (13.04), 280.99 , (29.06)
5/6/21,21,399712543.7, (8.12), 276.87 , (18.26)
5/7/21,13,401793619.2, (2.98), 273.34 , (7.51)
5/8/21,7,403073640.7, 2.22 , 270.02 , 3.33 
5/9/21,3,403628958.8, 7.29 , 266.64 , 13.73 
5/10/21,1,403541427.3, 12.07 , 262.89 , 24.16 
5/11/21,0,402879350.8, 16.39 , 258.36 , 34.46 
5/12/21,1,401685084.4, 20.06 , 252.39 , 44.51 
5/13/21,4,399971132.5, 22.88 , 243.71 , 54.09 
5/14/21,9,397724781.7, 24.69 , 229.78 , 62.62 
5/15/21,15,394921441, 25.33 , 206.32 , 68.66 
5/16/21,22,391544182.2, 24.72 , 173.83 , 69.64 
5/17/21,31,387608087.4, 22.85 , 146.15 , 64.71 
5/18/21,41,383184700.5, 19.78 , 129.10 , 56.13 
5/19/21,51,378423552.8, 15.62 , 118.67 , 45.73 
5/20/21,62,373564772.5, 10.56 , 111.58 , 34.29 
5/21/21,73,368936855.2, 4.80 , 106.16 , 22.14 
5/22/21,82,364934127.8, (1.38), 101.53 , 9.49 
5/23/21,90,361970771.3, (7.66), 97.12 , (2.31)
5/24/21,96,360414501.5, (13.64), 92.43 , (17.03)
5/25/21,100,360513875.6, (18.87), 86.85 , (30.32)
5/26/21,100,362339775.8, (22.89), 79.36 , (43.21)
5/27/21,97,365762141.3, (25.32), 67.89 , (55.11)
5/28/21,91,370470449.7, (25.98), 48.13 , (64.74)
5/29/21,84,376030491.9, (24.92), 15.62 , (69.35)
5/30/21,74,381957100.3, (22.40), 341.76 , (66.53)
5/31/21,64,387782767.2, (18.76), 320.45 , (58.75)
6/1/21,54,393108393.6, (14.35), 308.25 , (49.10)
6/2/21,44,397632826.7, (9.46), 300.50 , (38.87)
6/3/21,34,401162856.3, (4.32), 294.93 , (28.48)
6/4/21,25,403608756.5, 0.88 , 290.47 , (18.10)
6/5/21,18,404970179.1, 5.98 , 286.54 , (7.73)
6/6/21,11,405316299.4, 10.83 , 282.77 , 2.81 
6/7/21,6,404762897.1, 15.26 , 278.87 , 12.89 
6/8/21,2,403449019.4, 19.10 , 274.49 , 23.04 
6/9/21,0,401515420.3, 22.17 , 269.20 , 33.07 
6/10/21,0,399087005.5, 24.27 , 262.29 , 42.83 
6/11/21,2,396261581.6, 25.23 , 252.49 , 52.02 
6/12/21,6,393106547.6, 24.95 , 237.57 , 59.93 
6/13/21,11,389664362.9, 23.40 , 214.80 , 65.12 
6/14/21,18,385966724.3, 20.63 , 186.21 , 65.53 
6/15/21,27,382054976.7, 16.78 , 161.48 , 60.72 
6/16/21,37,378003624.6, 12.02 , 144.73 , 52.43 
6/17/21,47,373941648.9, 6.56 , 133.60 , 42.25 
6/18/21,59,370066230.6, 0.63 , 125.57 , 30.99 
6/19/21,69,366641844.8, (5.48), 119.15 , 19.04 
6/20/21,80,363980407.5, (11.46), 113.46 , 6.69 
6/21/21,88,362400173.6, (16.93), 107.88 , (5.96)
6/22/21,95,362168788.2, (21.43), 101.83 , (18.83)
6/23/21,99,363443201.8, (24.56), 94.62 , (31.26)
6/24/21,100,366224320, (25.99), 85.13 , (42.98)
6/25/21,98,370342374.4, (25.62), 71.49 , (53.26)
6/26/21,94,375477612, (23.59), 51.07 , (60.78)
6/27/21,87,381209164.3, (20.23), 23.81 , (63.61)
6/28/21,79,387076594.1, (15.93), 357.41 , (60.91)
6/29/21,69,392637507.1, (11.04), 338.35 , (54.35)
6/30/21,60,397512484, (5.85), 325.64 , (45.92)
7/1/21,50,401412597.9, (0.58), 316.71 , (36.71)
7/2/21,40,404152231.8, 4.60 , 309.87 , (27.19)
7/3/21,31,405649357.8, 9.53 , 304.16 , (17.53)
7/4/21,23,405917281.5, 14.07 , 298.99 , (7.82)
7/5/21,15,405050465.7, 18.06 , 293.95 , 2.16 
7/6/21,9,403205512.7, 21.33 , 288.70 , 11.64 
7/7/21,4,400579638.2, 23.70 , 282.85 , 21.20 
7/8/21,1,397387613.2, 24.97 , 275.91 , 30.59 
7/9/21,0,393839436.4, 25.02 , 267.15 , 39.55 
7/10/21,1,390121212.4, 23.78 , 255.51 , 47.66 
7/11/21,4,386381985.1, 21.29 , 239.61 , 54.11 
7/12/21,9,382729488.1, 17.65 , 218.88 , 57.69 
7/13/21,15,379235683.2, 13.07 , 195.86 , 57.22 
7/14/21,24,375951703.1, 7.75 , 175.37 , 52.69 
7/15/21,34,372928610.6, 1.96 , 159.56 , 45.18 
7/16/21,44,370239342.9, (4.04), 147.63 , 35.84 
7/17/21,56,367994559.6, (9.97), 138.18 , 25.41 
7/18/21,67,366347101, (15.49), 130.13 , 14.36 
7/19/21,77,365479693, (20.22), 122.67 , 3.12 
7/20/21,86,365576036.8, (23.78), 115.20 , (8.58)
7/21/21,93,366779986.4, (25.81), 107.10 , (19.82)
7/22/21,98,369152879.9, (26.11), 97.69 , (30.47)
7/23/21,100,372641878, (24.68), 86.07 , (40.02)
7/24/21,99,377069305.4, (21.76), 71.23 , (47.78)
7/25/21,96,382146862.1, (17.70), 52.66 , (52.81)
7/26/21,90,387509653.7, (12.88), 31.76 , (54.27)
7/27/21,83,392760671.1, (7.64), 11.87 , (52.11)
7/28/21,75,397514922.2, (2.26), 355.40 , (47.17)
7/29/21,66,401436805.7, 3.06 , 342.52 , (40.52)
7/30/21,56,404266827.4, 8.13 , 332.30 , (32.91)
7/31/21,47,405837343.3, 12.83 , 323.83 , (24.78)
8/1/21,37,406079700.6, 16.99 , 316.39 , (16.36)
8/2/21,28,405023018.5, 20.46 , 309.47 , (7.77)
8/3/21,20,402787360.9, 23.08 , 302.64 , 1.23 
8/4/21,13,399570361.7, 24.67 , 295.53 , 9.59 
8/5/21,7,395629007.4, 25.08 , 287.76 , 18.06 
8/6/21,3,391255708, 24.20 , 278.85 , 26.24 
8/7/21,1,386750850.3, 22.03 , 268.23 , 33.81 
8/8/21,0,382393886.9, 18.64 , 255.27 , 40.27 
8/9/21,2,378417317.9, 14.21 , 239.55 , 44.93 
8/10/21,6,374988299.6, 8.96 , 221.50 , 47.01 
8/11/21,13,372202653.3, 3.17 , 202.77 , 45.99 
8/12/21,21,370092737.3, (2.88), 185.43 , 42.00 
8/13/21,31,368647579.8, (8.89), 170.53 , 35.68 
8/14/21,42,367839141.6, (14.51), 157.94 , 27.79 
8/15/21,53,367647568.5, (19.42), 147.05 , 18.94 
8/16/21,65,368077145, (23.25), 137.19 , 9.61 
8/17/21,75,369158104.6, (25.67), 127.76 , 0.46 
8/18/21,84,370933603.7, (26.46), 118.25 , (9.39)
8/19/21,92,373435060.1, (25.57), 108.17 , (18.31)
8/20/21,97,376653313.3, (23.12), 97.07 , (26.43)
8/21/21,99,380514032.8, (19.40), 84.54 , (33.32)
8/22/21,100,384865179.3, (14.77), 70.37 , (38.56)
8/23/21,97,389480104.5, (9.58), 54.80 , (41.72)
8/24/21,93,394074792.6, (4.12), 38.67 , (42.58)
8/25/21,87,398335516.6, 1.34 , 23.07 , (41.23)
8/26/21,80,401949942.9, 6.60 , 8.86 , (38.02)
8/27/21,72,404637469, 11.50 , 356.31 , (33.43)
8/28/21,63,406174964.6, 15.88 , 345.25 , (27.90)
8/29/21,54,406416381.5, 19.58 , 335.32 , (21.72)
8/30/21,44,405306163.4, 22.47 , 326.14 , (15.14)
8/31/21,35,402886735.1, 24.37 , 317.34 , (8.29)
9/1/21,26,399299477.4, 25.14 , 308.60 , (0.60)
9/2/21,18,394779050, 24.68 , 299.58 , 5.83 
9/3/21,11,389639423.6, 22.92 , 289.97 , 12.63 
9/4/21,5,384250473.6, 19.91 , 279.42 , 19.13 
9/5/21,2,379004820.2, 15.76 , 267.61 , 24.99 
9/6/21,0,374277041.1, 10.66 , 254.28 , 29.81 
9/7/21,1,370380619.4, 4.86 , 239.44 , 33.11 
9/8/21,5,367531057.3, (1.31), 223.49 , 34.48 
9/9/21,11,365825534.6, (7.54), 207.24 , 33.70 
9/10/21,19,365244580.6, (13.44), 191.56 , 30.86 
9/11/21,28,365676630.1, (18.66), 177.02 , 26.32 
9/12/21,39,366956790.9, (22.82), 163.74 , 20.57 
9/13/21,51,368908990, (25.60), 151.53 , 14.07 
9/14/21,62,371379341.9, (26.77), 140.05 , 7.23 
9/15/21,73,374253843.4, (26.27), 128.97 , 0.61 
9/16/21,82,377458547.1, (24.21), 117.96 , (6.47)
9/17/21,89,380945176.6, (20.84), 106.76 , (12.82)
9/18/21,95,384668695, (16.46), 95.15 , (18.39)
9/19/21,99,388563549.3, (11.40), 83.02 , (23.05)
9/20/21,100,392525767.7, (5.98), 70.36 , (26.61)
9/21/21,99,396404599.6, (0.45), 57.30 , (28.94)
9/22/21,96,400005546, 4.97 , 44.09 , (29.98)
9/23/21,92,403103456.5, 10.07 , 31.03 , (29.77)
9/24/21,86,405462591.5, 14.69 , 18.39 , (28.42)
9/25/21,78,406860587.2, 18.66 , 6.30 , (26.11)
9/26/21,70,407112314.2, 21.83 , 354.81 , (23.01)
9/27/21,61,406092762.4, 24.04 , 343.83 , (19.29)
9/28/21,52,403756198.1, 25.18 , 333.23 , (15.10)
9/29/21,42,400151350.5, 25.12 , 322.82 , (10.54)
9/30/21,33,395431338.8, 23.82 , 312.41 , (5.51)
10/1/21,24,389855901.2, 21.27 , 301.80 , (0.19)
10/2/21,15,383783488.2, 17.55 , 290.78 , 4.35 
10/3/21,8,377649702.1, 12.80 , 279.16 , 9.07 
10/4/21,3,371929191.4, 7.21 , 266.77 , 13.50 
10/5/21,1,367082393.2, 1.05 , 253.52 , 17.32 
10/6/21,0,363493045.6, (5.35), 239.42 , 20.26 
10/7/21,3,361410507.2, (11.61), 224.67 , 22.05 
10/8/21,8,360914054.3, (17.31), 209.58 , 22.54 
10/9/21,16,361911314, (22.00), 194.59 , 21.73 
10/10/21,26,364172398.5, (25.30), 180.02 , 19.75 
10/11/21,36,367387865.1, (26.95), 166.11 , 16.83 
10/12/21,48,371231203.7, (26.85), 152.90 , 13.25 
10/13/21,59,375409760.3, (25.12), 140.33 , 9.28 
10/14/21,69,379694761.9, (22.00), 128.27 , 5.16 
10/15/21,79,383929257.8, (17.84), 116.57 , 1.18 
10/16/21,86,388017949.3, (12.94), 105.09 , (1.98)
10/17/21,93,391906185.6, (7.61), 93.71 , (7.01)
10/18/21,97,395554328.7, (2.09), 82.35 , (10.51)
10/19/21,99,398914624.6, 3.39 , 70.95 , (13.51)
10/20/21,100,401913927.1, 8.64 , 59.48 , (16.01)
10/21/21,98,404445756.6, 13.46 , 47.94 , (17.95)
10/22/21,95,406371936.6, 17.67 , 36.35 , (19.31)
10/23/21,90,407532904.1, 21.12 , 24.75 , (20.08)
10/24/21,84,407765230, 23.64 , 13.15 , (20.27)
10/25/21,77,406922970.3, 25.10 , 1.57 , (19.88)
10/26/21,68,404901421.8, 25.41 , 350.01 , (18.95)
10/27/21,59,401660597.9, 24.50 , 338.46 , (17.50)
10/28/21,49,397246998.5, 22.40 , 326.86 , (15.54)
10/29/21,39,391810921.6, 19.16 , 315.17 , (13.10)
10/30/21,30,385616946.8, 14.88 , 303.31 , (10.22)
10/31/21,20,379042612.4, 9.71 , 291.21 , (6.87)
11/1/21,12,372560233.1, 3.85 , 278.79 , (2.01)
11/2/21,6,366696739.2, (2.45), 265.98 , 0.95 
11/3/21,1,361970527.5, (8.86), 252.74 , 4.64 
11/4/21,0,358812811.4, (14.97), 239.07 , 8.35 
11/5/21,2,357491654, (20.29), 224.99 , 11.75 
11/6/21,6,358062820.3, (24.34), 210.61 , 14.56 
11/7/21,13,360366886.9, (26.72), 196.11 , 16.62 
11/8/21,22,364073407.5, (27.23), 181.67 , 17.81 
11/9/21,33,368755940.5, (25.93), 167.51 , 18.11 
11/10/21,43,373972091.6, (23.09), 153.79 , 17.57 
11/11/21,54,379327115.8, (19.09), 140.60 , 16.28 
11/12/21,65,384511709.6, (14.29), 127.97 , 14.38 
11/13/21,74,389314237.1, (9.01), 115.89 , 11.96 
11/14/21,82,393612579.1, (3.51), 104.30 , 9.15 
11/15/21,89,397353966, 1.99 , 93.11 , 6.06 
11/16/21,95,400528296.6, 7.31 , 82.23 , 2.82 
11/17/21,98,403141736.2, 12.26 , 71.58 , (0.28)
11/18/21,100,405193623, 16.66 , 61.04 , (2.98)
11/19/21,100,406660480.4, 20.35 , 50.54 , (7.91)
11/20/21,98,407488285, 23.14 , 39.98 , (11.28)
11/21/21,94,407594103, 24.90 , 29.27 , (14.44)
11/22/21,89,406876226.5, 25.51 , 18.31 , (17.30)
11/23/21,83,405231484.8, 24.92 , 7.03 , (19.76)
11/24/21,75,402577849.7, 23.15 , 355.37 , (21.72)
11/25/21,66,398879688.6, 20.27 , 343.28 , (23.04)
11/26/21,56,394173609.5, 16.40 , 330.76 , (23.61)
11/27/21,46,388591623.5, 11.66 , 317.87 , (23.29)
11/28/21,36,382377968.9, 6.22 , 304.70 , (22.00)
11/29/21,25,375893708.7, 0.28 , 291.36 , (19.65)
11/30/21,16,369603320.4, (5.94), 278.00 , (16.25)
12/1/21,9,364035754.7, (12.10), 264.69 , (11.88)
12/2/21,3,359718603.6, (17.79), 251.47 , (6.61)
12/3/21,0,357092276.4, (22.53), 238.32 , (0.32)
12/4/21,1,356424975.2, (25.79), 225.16 , 5.15 
12/5/21,4,357756059.6, (27.20), 211.89 , 10.89 
12/6/21,10,360890368.9, (26.63), 198.42 , 16.17 
12/7/21,18,365445593, (24.27), 184.70 , 20.64 
12/8/21,28,370934126.2, (20.50), 170.77 , 24.03 
12/9/21,38,376850494.2, (15.76), 156.76 , 26.18 
12/10/21,49,382741470.1, (10.45), 142.90 , 27.03 
12/11/21,59,388248881.9, (4.89), 129.42 , 26.61 
12/12/21,68,393125879, 0.68 , 116.55 , 25.00 
12/13/21,77,397232648, 6.08 , 104.39 , 22.36 
12/14/21,85,400518892.1, 11.14 , 92.97 , 18.86 
12/15/21,91,402999205.9, 15.70 , 82.24 , 14.65 
12/16/21,96,404726010.6, 19.57 , 72.07 , 9.90 
12/17/21,99,405763744.4, 22.60 , 62.31 , 4.78 
12/18/21,100,406166953.4, 24.62 , 52.80 , (0.26)
12/19/21,99,405964965.7, 25.51 , 43.35 , (6.42)
12/20/21,97,405154716.2, 25.19 , 33.76 , (12.18)
12/21/21,93,403702662.1, 23.66 , 23.79 , (17.71)
12/22/21,88,401555929.3, 21.02 , 13.21 , (22.93)
12/23/21,81,398661121.2, 17.38 , 1.77 , (27.61)
12/24/21,72,394988735.4, 12.90 , 349.25 , (31.48)
12/25/21,62,390560715.8, 7.76 , 335.58 , (34.21)
12/26/21,52,385476750.1, 2.13 , 320.90 , (35.44)
12/27/21,41,379935238.3, (3.79), 305.65 , (34.87)
12/28/21,31,374242592.8, (9.74), 290.48 , (32.34)
12/29/21,21,368804216.9, (15.43), 275.97 , (27.92)
12/30/21,12,364090405.2, (20.46), 262.43 , (21.84)
12/31/21,5,360575980.1, (24.35), 249.86 , (14.46)
1/1/22,1,358659762, (26.64), 238.06 , (6.07)
1/2/22,0,358583481.1, (27.01), 226.68 , 2.72 
1/3/22,2,360376291.3, (25.42), 215.36 , 11.21 
1/4/22,7,363845365.9, (22.15), 203.70 , 19.37 
1/5/22,14,368616231.5, (17.62), 191.33 , 26.68 
1/6/22,22,374206820.9, (12.31), 177.97 , 32.70 
1/7/22,32,380109639.5, (6.62), 163.54 , 37.07 
1/8/22,42,385860592.9, (0.86), 148.34 , 39.50 
1/9/22,52,391084720.4, 4.74 , 133.01 , 39.86 
1/10/22,61,395517511.9, 9.99 , 118.37 , 38.23 
1/11/22,70,399007276.3, 14.73 , 104.98 , 34.89 
1/12/22,79,401503960.8, 18.81 , 93.05 , 30.17 
1/13/22,86,403039540.7, 22.08 , 82.49 , 24.39 
1/14/22,92,403703985.7, 24.36 , 73.03 , 17.83 
1/15/22,96,403619345.3, 25.52 , 64.36 , 10.69 
1/16/22,99,402914356.4, 25.48 , 56.20 , 3.24 
1/17/22,100,401702778.8, 24.20 , 48.21 , (3.95)
1/18/22,99,400067128.1, 21.74 , 40.09 , (12.83)
1/19/22,96,398051117.7, 18.24 , 31.47 , (20.78)
1/20/22,92,395661644.5, 13.87 , 21.90 , (28.47)
1/21/22,85,392881118.3, 8.82 , 10.83 , (35.59)
1/22/22,77,389688466.3, 3.30 , 357.62 , (41.68)
1/23/22,68,386085673.8, (2.49), 341.84 , (46.09)
1/24/22,57,382125649.8, (8.31), 323.77 , (48.05)
1/25/22,46,377936156.1, (13.90), 304.98 , (46.97)
1/26/22,35,373732520.8, (18.95), 287.51 , (42.84)
1/27/22,25,369813876.6, (23.08), 272.54 , (36.17)
1/28/22,15,366536897.6, (25.89), 260.04 , (27.66)
1/29/22,8,364267174.9, (27.01), 249.42 , (17.92)
1/30/22,3,363314081.5, (26.25), 240.00 , (7.43)
1/31/22,0,363864767, (23.70), 231.19 , 3.50 
2/1/22,1,365936925.6, (19.65), 222.40 , 14.02 
2/2/22,4,369366501.3, (14.54), 213.08 , 24.20 
2/3/22,9,373834263.5, (8.83), 202.59 , 33.57 
2/4/22,17,378920911.3, (2.89), 190.19 , 41.66 
2/5/22,25,384172764.6, 2.97 , 175.23 , 47.90 
2/6/22,34,389162058.4, 8.52 , 157.68 , 51.63 
2/7/22,44,393531247.6, 13.56 , 138.86 , 52.36 
2/8/22,53,397019549.1, 17.94 , 121.10 , 50.11 
2/9/22,63,399473181.9, 21.51 , 106.00 , 45.42 
2/10/22,72,400843347.2, 24.10 , 93.81 , 39.00 
2/11/22,80,401174942.8, 25.59 , 83.95 , 31.42 
2/12/22,87,400588415.7, 25.88 , 75.75 , 23.04 
2/13/22,92,399256913.4, 24.91 , 68.64 , 14.08 
2/14/22,97,397380333.4, 22.72 , 62.14 , 4.78 
2/15/22,99,395158086, 19.41 , 55.87 , (4.57)
2/16/22,100,392764049.8, 15.13 , 49.42 , (15.02)
2/17/22,98,390327136, 10.10 , 42.35 , (24.97)
2/18/22,95,387921570.6, 4.53 , 34.01 , (34.73)
2/19/22,89,385569088.3, (1.33), 23.40 , (43.93)
2/20/22,81,383253457.8, (7.23), 9.02 , (51.92)
2/21/22,72,380945141.8, (12.90), 349.30 , (57.51)
2/22/22,62,378630625.8, (18.03), 325.03 , (59.13)
2/23/22,50,376339969.4, (22.30), 301.49 , (55.99)
2/24/22,39,374165371.4, (25.37), 283.16 , (49.04)
2/25/22,28,372264757.8, (26.91), 269.94 , (39.74)
2/26/22,18,370846559.9, (26.72), 260.14 , (29.11)
2/27/22,10,370136241.8, (24.81), 252.37 , (17.75)
2/28/22,4,370330183.4, (21.34), 245.70 , (5.88)
3/1/22,1,371547682.4, (16.65), 239.48 , 5.88 
3/2/22,0,373794277, (11.15), 233.19 , 17.41 
3/3/22,2,376946942.5, (5.22), 226.27 , 28.61 
3/4/22,6,380765690.1, 0.80 , 217.98 , 39.16 
3/5/22,11,384926447.8, 6.62 , 207.20 , 48.67 
3/6/22,19,389066202.2, 12.01 , 192.30 , 56.50 
3/7/22,27,392828906, 16.77 , 171.82 , 61.57 
3/8/22,36,395904907.4, 20.71 , 147.46 , 62.63 
3/9/22,45,398059930.1, 23.70 , 125.13 , 59.45 
3/10/22,55,399152523.5, 25.59 , 108.46 , 53.20 
3/11/22,64,399141725.7, 26.28 , 96.72 , 45.15 
3/12/22,73,398085391.9, 25.71 , 88.19 , 36.04 
3/13/22,81,396130650.1, 23.89 , 81.59 , 26.24 
3/14/22,88,393496764.5, 20.90 , 76.12 , 15.94 
3/15/22,94,390450578.7, 16.85 , 71.23 , 5.29 
3/16/22,98,387275725.6, 11.94 , 66.53 , (5.76)
3/17/22,100,384238665.7, 6.38 , 61.62 , (17.27)
3/18/22,99,381555528.4, 0.40 , 56.00 , (28.72)
3/19/22,97,379367241.6, (5.70), 48.90 , (40.07)
3/20/22,92,377728386.4, (11.63), 38.83 , (50.92)
3/21/22,85,376613675.1, (17.06), 22.86 , (60.42)
3/22/22,75,375940835.7, (21.62), 356.65 , (66.60)
3/23/22,65,375604468.2, (24.98), 323.34 , (66.51)
3/24/22,54,375511294, (26.84), 297.43 , (60.18)
3/25/22,42,375608752.5, (27.02), 281.75 , (50.53)
3/26/22,31,375899490.7, (25.51), 271.96 , (39.46)
3/27/22,21,376438612.1, (22.49), 265.14 , (27.77)
3/28/22,13,377314971.8, (18.22), 259.85 , (15.82)
3/29/22,7,378620768.5, (13.04), 255.32 , (2.38)
3/30/22,2,380417410.3, (7.31), 251.05 , 8.24 
3/31/22,0,382705837.5, (1.34), 246.63 , 19.92 
4/1/22,1,385409177.1, 4.57 , 241.59 , 31.32 
4/2/22,3,388371384.1, 10.19 , 235.26 , 42.25 
4/3/22,7,391371453, 15.26 , 226.43 , 52.44 
4/4/22,13,394149331.9, 19.60 , 212.80 , 61.35 
4/5/22,20,396437480.5, 23.01 , 190.64 , 67.73 
4/6/22,28,397992879.5, 25.33 , 159.96 , 69.39 
4/7/22,37,398625418.9, 26.47 , 132.43 , 65.52 
4/8/22,47,398220120, 26.35 , 114.73 , 58.09 
4/9/22,56,396752705.2, 24.97 , 103.82 , 48.94 
4/10/22,66,394297330.8, 22.39 , 96.54 , 38.88 
4/11/22,75,391026099, 18.72 , 91.19 , 28.20 
4/12/22,83,387198922.2, 14.10 , 86.87 , 17.05 
4/13/22,90,383142136.4, 8.73 , 83.04 , 5.54 
4/14/22,96,379215306.8, 2.80 , 79.33 , (6.50)
4/15/22,99,375768280.6, (3.41), 75.34 , (18.88)
4/16/22,100,373093537.6, (9.61), 70.59 , (31.33)
4/17/22,98,371384183.5, (15.42), 64.18 , (43.71)
4/18/22,94,370708035.1, (20.46), 54.19 , (55.59)
4/19/22,87,371006819.4, (24.32), 35.98 , (65.90)
4/20/22,78,372120625.2, (26.64), 1.64 , (71.63)
4/21/22,68,373830884.9, (27.21), 322.35 , (68.84)
4/22/22,57,375908895.2, (26.05), 299.35 , (60.01)
4/23/22,45,378157266.2, (23.31), 287.34 , (49.03)
4/24/22,34,380436358.6, (19.31), 280.11 , (37.39)
4/25/22,24,382672155.5, (14.39), 275.07 , (25.55)
4/26/22,16,384847380.4, (8.88), 271.11 , (13.71)
4/27/22,9,386980772.8, (3.06), 267.64 , (1.09)
4/28/22,4,389099884.2, 2.80 , 264.28 , 9.72 
4/29/22,1,391214746.2, 8.46 , 260.70 , 21.07 
4/30/22,0,393297249.8, 13.69 , 256.51 , 32.18 
5/1/22,1,395270591.6, 18.29 , 251.11 , 42.93 
5/2/22,4,397010109.8, 22.04 , 243.38 , 53.12 
5/3/22,9,398354813.3, 24.77 , 231.00 , 62.29 
5/4/22,15,399126852.7, 26.33 , 209.45 , 69.29 
5/5/22,22,399155832.5, 26.64 , 176.51 , 71.63 
5/6/22,30,398304621.1, 25.69 , 145.93 , 67.82 
5/7/22,40,396493907.5, 23.53 , 127.27 , 60.09 
5/8/22,49,393722820.7, 20.26 , 116.38 , 50.56 
5/9/22,59,390084395.6, 16.03 , 109.33 , 40.10 
5/10/22,69,385772747.9, 10.99 , 104.22 , 29.01 
5/11/22,78,381079417.1, 5.32 , 100.09 , 17.41 
5/12/22,86,376375323.3, (0.77), 96.38 , 5.41 
5/13/22,93,372075797.1, (7.02), 92.70 , (7.21)
5/14/22,98,368589132.7, (13.10), 88.63 , (20.06)
5/15/22,100,366255738, (18.60), 83.60 , (33.00)
5/16/22,99,365290209.8, (23.08), 76.54 , (45.78)
5/17/22,96,365744098.6, (26.07), 65.05 , (57.81)
5/18/22,89,367501868.5, (27.26), 43.32 , (67.63)
5/19/22,81,370311618.2, (26.57), 5.01 , (71.52)
5/20/22,71,373840881.5, (24.15), 329.25 , (66.70)
5/21/22,60,377739114.5, (20.34), 309.97 , (57.15)
5/22/22,49,381690779, (15.55), 299.54 , (46.12)
5/23/22,38,385450138.9, (10.13), 292.97 , (34.71)
5/24/22,28,388854879.7, (4.39), 288.19 , (23.27)
5/25/22,19,391822172.1, 1.40 , 284.27 , (11.93)
5/26/22,12,394331744.3, 7.04 , 280.72 , (0.14)
5/27/22,6,396402126.6, 12.32 , 277.17 , 10.39 
5/28/22,2,398064980.7, 17.04 , 273.32 , 21.17 
5/29/22,0,399342354.9, 21.01 , 268.76 , 31.72 
5/30/22,0,400230209, 24.03 , 262.90 , 41.92 
5/31/22,2,400690123.6, 25.94 , 254.67 , 51.55 
6/1/22,5,400651042.7, 26.62 , 242.04 , 60.15 
6/2/22,10,400019025.8, 26.05 , 221.69 , 66.60 
6/3/22,17,398694977.4, 24.25 , 192.66 , 68.87 
6/4/22,25,396596590.6, 21.32 , 164.55 , 65.69 
6/5/22,34,393683008.3, 17.42 , 145.46 , 58.57 
6/6/22,43,389978438.2, 12.71 , 133.45 , 49.38 
6/7/22,53,385592425.4, 7.34 , 125.33 , 39.06 
6/8/22,63,380732321.6, 1.51 , 119.24 , 27.99 
6/9/22,73,375704434.5, (4.58), 114.17 , 16.33 
6/10/22,83,370898005.9, (10.66), 109.51 , 4.27 
6/11/22,91,366748638.1, (16.40), 104.76 , (8.48)
6/12/22,96,363681100.7, (21.37), 99.41 , (21.27)
