Date,Phase (degrees),Distance (M), Declination (degrees) , Azimuth (degrees) , Altitude (degrees) 
12/25/05,30,394820638.7, (12.75), 288.78 , (35.12)
12/26/05,21,388805732.5, (18.05), 275.37 , (31.21)
12/27/05,13,382359438.6, (22.73), 262.83 , (25.72)
12/28/05,7,375953479.5, (26.41), 251.18 , (18.89)
12/29/05,2,370090090.1, (28.65), 240.23 , (10.98)
12/30/05,0,365242037.9, (29.06), 229.68 , (1.33)
12/31/05,1,361785955.5, (27.46), 219.15 , 6.90 
1/1/06,5,359945043, (23.95), 208.21 , 15.93 
1/2/06,11,359759391.3, (18.90), 196.35 , 24.55 
1/3/06,20,361094725.1, (12.80), 183.02 , 32.18 
1/4/06,30,363687231, (6.13), 167.84 , 38.18 
1/5/06,40,367207368.5, 0.69 , 150.88 , 41.89 
1/6/06,52,371323541.9, 7.28 , 133.07 , 42.86 
1/7/06,62,375748984, 13.36 , 115.93 , 41.07 
1/8/06,72,380265649.6, 18.66 , 100.67 , 36.92 
1/9/06,81,384726306.2, 22.91 , 87.65 , 31.06 
1/10/06,88,389040183.1, 25.92 , 76.63 , 24.05 
1/11/06,94,393150017.2, 27.52 , 67.13 , 16.34 
1/12/06,98,397006522.1, 27.65 , 58.68 , 8.25 
1/13/06,100,400546966.3, 26.37 , 50.86 , 0.32 
1/14/06,100,403680300.3, 23.84 , 43.30 , (8.52)
1/15/06,98,406282071.4, 20.28 , 35.67 , (16.74)
1/16/06,94,408198568.2, 15.91 , 27.57 , (24.69)
1/17/06,89,409259186.3, 10.97 , 18.59 , (32.21)
1/18/06,83,409294923.4, 5.63 , 8.18 , (39.05)
1/19/06,75,408160810.9, 0.08 , 355.77 , (44.84)
1/20/06,67,405759947.7, (5.54), 340.89 , (49.08)
1/21/06,57,402067324.9, (11.08), 323.76 , (51.11)
1/22/06,47,397151804.2, (16.36), 305.72 , (50.40)
1/23/06,37,391193568.7, (21.13), 288.74 , (46.85)
1/24/06,27,384493771.4, (25.10), 274.07 , (40.82)
1/25/06,18,377471574, (27.88), 261.84 , (32.82)
1/26/06,10,370641750.8, (29.07), 251.53 , (23.34)
1/27/06,4,364568327.7, (28.36), 242.49 , (12.77)
1/28/06,1,359793386.8, (25.65), 234.10 , (0.73)
1/29/06,0,356751241.5, (21.14), 225.77 , 10.26 
1/30/06,3,355689787.5, (15.24), 216.85 , 21.83 
1/31/06,8,356626057.3, (8.49), 206.52 , 32.90 
2/1/06,16,359353430.6, (1.40), 193.66 , 42.78 
2/2/06,25,363497922, 5.58 , 176.96 , 50.56 
2/3/06,36,368601497.8, 12.06 , 155.97 , 55.02 
2/4/06,46,374204173.7, 17.73 , 133.21 , 55.23 
2/5/06,57,379905422.6, 22.34 , 113.08 , 51.46 
2/6/06,67,385396707.4, 25.68 , 97.58 , 44.95 
2/7/06,76,390468934.9, 27.59 , 86.05 , 36.89 
2/8/06,84,395000891.6, 28.04 , 77.20 , 28.01 
2/9/06,90,398937056, 27.05 , 70.06 , 18.71 
2/10/06,95,402260918.2, 24.77 , 63.94 , 9.22 
2/11/06,98,404969238.7, 21.40 , 58.37 , 0.06 
2/12/06,100,407050627.7, 17.16 , 52.98 , (10.11)
2/13/06,99,408471228.9, 12.29 , 47.42 , (19.65)
2/14/06,97,409168938, 6.99 , 41.28 , (29.02)
2/15/06,94,409056327.9, 1.43 , 34.00 , (38.11)
2/16/06,88,408032282.8, (4.21), 24.72 , (46.66)
2/17/06,81,405999971.4, (9.77), 12.07 , (54.24)
2/18/06,73,402890218.2, (15.07), 354.30 , (59.97)
2/19/06,64,398687349.3, (19.91), 331.11 , (62.45)
2/20/06,54,393455315, (24.02), 306.86 , (60.55)
2/21/06,44,387360923.4, (27.11), 287.20 , (54.65)
2/22/06,33,380689513.7, (28.83), 273.10 , (46.02)
2/23/06,23,373846663.5, (28.88), 262.92 , (35.65)
2/24/06,14,367339379.7, (27.05), 255.09 , (24.10)
2/25/06,7,361729145.4, (23.38), 248.56 , (11.72)
2/26/06,2,357556858.5, (18.11), 242.58 , 1.53 
2/27/06,0,355249970.6, (11.66), 236.56 , 14.42 
2/28/06,1,355037011, (4.53), 229.83 , 27.47 
3/1/06,5,356899379.8, 2.76 , 221.41 , 40.02 
3/2/06,12,360580159.9, 9.74 , 209.56 , 51.44 
3/3/06,21,365645630.1, 16.01 , 191.29 , 60.62 
3/4/06,30,371575234.1, 21.21 , 163.98 , 65.52 
3/5/06,41,377849460.6, 25.09 , 133.91 , 64.28 
3/6/06,51,384015396.1, 27.48 , 111.76 , 58.09 
3/7/06,61,389722879.8, 28.33 , 97.85 , 49.47 
3/8/06,70,394735266.8, 27.67 , 88.80 , 39.86 
3/9/06,79,398921068.4, 25.67 , 82.37 , 29.86 
3/10/06,86,402234585.6, 22.52 , 77.39 , 19.68 
3/11/06,92,404690761.1, 18.45 , 73.22 , 9.45 
3/12/06,96,406338881.5, 13.68 , 69.44 , (0.32)
3/13/06,99,407237846.8, 8.42 , 65.75 , (11.29)
3/14/06,100,407436281.6, 2.85 , 61.84 , (21.61)
3/15/06,99,406958986.1, (2.84), 57.35 , (31.89)
3/16/06,97,405801815.2, (8.49), 51.69 , (42.02)
3/17/06,92,403935371.2, (13.90), 43.75 , (51.83)
3/18/06,86,401317577.6, (18.86), 31.29 , (60.86)
3/19/06,79,397913812.1, (23.14), 9.96 , (67.89)
3/20/06,70,393722054.4, (26.44), 337.40 , (70.28)
3/21/06,60,388800264, (28.49), 306.53 , (66.20)
3/22/06,49,383291807.2, (29.01), 287.33 , (57.68)
3/23/06,38,377443290.9, (27.82), 275.99 , (46.99)
3/24/06,27,371608428.5, (24.90), 268.59 , (35.12)
3/25/06,17,366230241.4, (20.39), 263.14 , (22.47)
3/26/06,9,361796648.8, (14.57), 258.63 , (9.28)
3/27/06,3,358770456.4, (7.84), 254.47 , 4.43 
3/28/06,0,357504506.8, (0.63), 250.16 , 17.95 
3/29/06,0,358166722.6, 6.58 , 245.11 , 31.44 
3/30/06,3,360699875.7, 13.33 , 238.37 , 44.48 
3/31/06,9,364832106.4, 19.19 , 227.95 , 56.55 
4/1/06,16,370133072.1, 23.79 , 209.25 , 66.57 
4/2/06,25,376094268.3, 26.87 , 175.58 , 71.84 
4/3/06,34,382207991.4, 28.31 , 138.50 , 69.31 
4/4/06,44,388028329.1, 28.14 , 116.34 , 61.50 
4/5/06,54,393207280.2, 26.50 , 104.53 , 51.83 
4/6/06,64,397509000.8, 23.62 , 97.43 , 41.57 
4/7/06,73,400806983.2, 19.75 , 92.58 , 31.12 
4/8/06,81,403070540.7, 15.13 , 88.90 , 20.59 
4/9/06,87,404344083.6, 9.96 , 85.82 , 10.04 
4/10/06,93,404723642, 4.43 , 83.01 , (0.13)
4/11/06,97,404331544.2, (1.29), 80.21 , (11.45)
4/12/06,99,403293427.3, (7.01), 77.15 , (22.24)
4/13/06,100,401718174.3, (12.56), 73.49 , (33.08)
4/14/06,98,399684992.1, (17.71), 68.61 , (43.88)
4/15/06,95,397238395.2, (22.20), 61.29 , (54.46)
4/16/06,90,394393326.3, (25.76), 48.55 , (64.34)
4/17/06,82,391149855.2, (28.09), 23.22 , (71.94)
4/18/06,74,387515331.2, (28.93), 341.92 , (73.28)
4/19/06,64,383530925.2, (28.13), 310.02 , (66.86)
4/20/06,53,379297160.7, (25.69), 293.87 , (56.66)
4/21/06,41,374992374.9, (21.72), 285.02 , (44.96)
4/22/06,30,370877316, (16.47), 279.30 , (32.50)
4/23/06,20,367280444.9, (10.26), 275.03 , (19.55)
4/24/06,12,364560212, (3.44), 271.41 , (6.16)
4/25/06,5,363048247.8, 3.60 , 267.95 , 7.25 
4/26/06,1,362984018.6, 10.45 , 264.21 , 20.58 
4/27/06,0,364459131.1, 16.68 , 259.67 , 33.74 
4/28/06,2,367389084.2, 21.87 , 253.38 , 46.41 
4/29/06,6,371522359.9, 25.67 , 243.35 , 58.16 
4/30/06,12,376482325.6, 27.84 , 224.74 , 67.98 
5/1/06,20,381827596.9, 28.30 , 190.01 , 73.11 
5/2/06,28,387114037.9, 27.16 , 151.87 , 70.38 
5/3/06,38,391945440.7, 24.64 , 129.96 , 62.47 
5/4/06,47,396007799.5, 21.03 , 118.53 , 52.80 
5/5/06,57,399087214.5, 16.58 , 111.70 , 42.56 
5/6/06,66,401074140.5, 11.54 , 107.03 , 32.10 
5/7/06,75,401957536.1, 6.09 , 103.44 , 21.53 
5/8/06,82,401811453, 0.41 , 100.37 , 10.86 
5/9/06,89,400776087.7, (5.34), 97.51 , 0.43 
5/10/06,94,399034688.6, (10.98), 94.57 , (11.02)
5/11/06,98,396788303, (16.30), 91.27 , (22.11)
5/12/06,100,394230315.1, (21.04), 87.20 , (33.28)
5/13/06,99,391524398, (24.91), 81.63 , (44.41)
5/14/06,97,388789083.1, (27.59), 73.03 , (55.23)
5/15/06,92,386092918.7, (28.78), 57.73 , (65.02)
5/16/06,85,383461297.1, (28.32), 28.33 , (71.59)
5/17/06,77,380894183.4, (26.18), 348.26 , (70.87)
5/18/06,67,378391682, (22.51), 321.26 , (63.23)
5/19/06,56,375980439, (17.58), 307.12 , (52.57)
5/20/06,44,373735063.5, (11.71), 298.83 , (40.73)
5/21/06,33,371786939.7, (5.23), 293.13 , (28.34)
5/22/06,23,370316703.6, 1.53 , 288.63 , (15.66)
5/23/06,14,369528537.2, 8.22 , 284.62 , (1.71)
5/24/06,7,369610809.2, 14.49 , 280.62 , 10.01 
5/25/06,2,370691420.5, 19.95 , 276.17 , 22.57 
5/26/06,0,372799734.2, 24.23 , 270.70 , 34.81 
5/27/06,1,375846233.4, 27.03 , 263.20 , 46.42 
5/28/06,4,379625725.9, 28.14 , 251.79 , 56.92 
5/29/06,8,383842074.7, 27.59 , 232.81 , 65.25 
5/30/06,15,388147417.8, 25.53 , 203.21 , 69.26 
5/31/06,23,392185464.3, 22.23 , 171.97 , 67.08 
6/1/06,31,395631166.9, 18.00 , 150.82 , 60.36 
6/2/06,40,398221966.1, 13.10 , 138.14 , 51.59 
6/3/06,50,399778723.5, 7.75 , 129.95 , 41.95 
6/4/06,59,400216833.7, 2.13 , 124.05 , 31.90 
6/5/06,68,399549114.5, (3.60), 119.35 , 21.58 
6/6/06,77,397880234.6, (9.27), 115.22 , 11.05 
6/7/06,85,395394382.6, (14.71), 111.26 , 0.65 
6/8/06,91,392335553.1, (19.67), 107.13 , (10.76)
6/9/06,96,388981004.4, (23.86), 102.43 , (21.86)
6/10/06,99,385609841.2, (26.96), 96.62 , (32.99)
6/11/06,100,382470481.3, (28.62), 88.73 , (43.90)
6/12/06,98,379751920.3, (28.60), 76.90 , (54.08)
6/13/06,94,377565584.1, (26.81), 57.74 , (62.34)
6/14/06,88,375942612.1, (23.38), 28.60 , (66.23)
6/15/06,79,374847510.8, (18.61), 357.81 , (63.60)
6/16/06,69,374205288.3, (12.85), 336.27 , (55.89)
6/17/06,58,373933881.5, (6.47), 322.84 , (45.72)
6/18/06,46,373973833.2, 0.17 , 313.80 , (34.49)
6/19/06,35,374307100.7, 6.77 , 306.96 , (22.81)
6/20/06,25,374960469.3, 12.99 , 301.19 , (10.98)
6/21/06,16,375993675, 18.52 , 295.79 , 1.18 
6/22/06,9,377474952.7, 23.02 , 290.26 , 12.48 
6/23/06,4,379450872, 26.20 , 284.09 , 23.70 
6/24/06,1,381918507.1, 27.82 , 276.65 , 34.38 
6/25/06,0,384806592.8, 27.80 , 267.04 , 44.17 
6/26/06,2,387970683, 26.22 , 253.91 , 52.53 
6/27/06,5,391202659.7, 23.30 , 235.83 , 58.53 
6/28/06,11,394252154.4, 19.33 , 213.23 , 60.96 
6/29/06,17,396854413.1, 14.59 , 190.54 , 59.24 
6/30/06,25,398760216.7, 9.33 , 172.25 , 54.13 
7/1/06,34,399763571.8, 3.77 , 158.84 , 46.92 
7/2/06,43,399724839.3, (1.93), 148.91 , 38.52 
7/3/06,52,398587870.6, (7.61), 141.10 , 29.42 
7/4/06,62,396390388.3, (13.10), 134.50 , 19.85 
7/5/06,71,393267399.3, (18.21), 128.50 , 9.95 
7/6/06,80,389445412.3, (22.67), 122.61 , 0.17 
7/7/06,87,385227043.4, (26.19), 116.41 , (10.79)
7/8/06,94,380963811.5, (28.39), 109.39 , (21.29)
7/9/06,98,377018242.5, (28.97), 100.88 , (31.61)
7/10/06,100,373718518.6, (27.73), 89.83 , (41.32)
7/11/06,99,371313580.1, (24.70), 74.76 , (49.60)
7/12/06,95,369939513.7, (20.14), 54.38 , (55.11)
7/13/06,89,369606733.9, (14.43), 30.19 , (56.30)
7/14/06,81,370212557.5, (7.99), 7.47 , (52.78)
7/15/06,71,371575512.7, (1.22), 349.76 , (45.78)
7/16/06,60,373480480.4, 5.49 , 336.62 , (36.83)
7/17/06,49,375722477.2, 11.82 , 326.47 , (26.96)
7/18/06,38,378138248.2, 17.47 , 318.04 , (16.72)
7/19/06,27,380621313.7, 22.14 , 310.47 , (6.33)
7/20/06,18,383119774.6, 25.55 , 303.16 , 3.87 
7/21/06,11,385620813.1, 27.51 , 295.63 , 13.50 
7/22/06,5,388127459.4, 27.89 , 287.41 , 22.71 
7/23/06,2,390633792.2, 26.72 , 277.99 , 31.16 
7/24/06,0,393104004.9, 24.18 , 266.83 , 38.52 
7/25/06,1,395460109.6, 20.50 , 253.48 , 44.34 
7/26/06,3,397579708.7, 15.96 , 237.87 , 48.10 
7/27/06,7,399303866.2, 10.82 , 220.86 , 49.34 
7/28/06,13,400453792.1, 5.31 , 204.06 , 47.97 
7/29/06,19,400852368.6, (0.37), 188.91 , 44.30 
7/30/06,27,400348670.8, (6.07), 175.95 , 38.88 
7/31/06,36,398842035.8, (11.61), 164.95 , 32.22 
8/1/06,46,396303658, (16.81), 155.38 , 24.69 
8/2/06,56,392794004.8, (21.47), 146.73 , 16.56 
8/3/06,65,388473579.7, (25.30), 138.50 , 8.01 
8/4/06,75,383604419.6, (28.00), 130.26 , (0.37)
8/5/06,84,378538670.8, (29.22), 121.56 , (10.08)
8/6/06,91,373691175.9, (28.70), 111.91 , (19.06)
8/7/06,96,369494576.6, (26.34), 100.71 , (27.58)
8/8/06,99,366340413.3, (22.27), 87.28 , (35.08)
8/9/06,100,364517230, (16.79), 71.15 , (40.78)
8/10/06,97,364161356.9, (10.34), 52.60 , (43.80)
8/11/06,91,365236708.7, (3.39), 33.23 , (43.59)
8/12/06,83,367550946, 3.63 , 15.15 , (40.30)
8/13/06,74,370802602.5, 10.30 , 359.56 , (34.71)
8/14/06,63,374642980.5, 16.27 , 346.42 , (27.68)
8/15/06,52,378735120.2, 21.25 , 335.16 , (19.92)
8/16/06,41,382797026.3, 24.96 , 325.11 , (11.88)
8/17/06,31,386623959.2, 27.22 , 315.73 , (2.43)
8/18/06,22,390091118, 27.93 , 306.57 , 4.08 
8/19/06,14,393141727.3, 27.10 , 297.27 , 11.31 
8/20/06,8,395765511.9, 24.88 , 287.51 , 18.03 
8/21/06,3,397974140.2, 21.49 , 277.05 , 23.98 
8/22/06,1,399777643.8, 17.17 , 265.68 , 28.95 
8/23/06,0,401165956.3, 12.19 , 253.35 , 32.70 
8/24/06,1,402098255.2, 6.77 , 240.22 , 35.02 
8/25/06,4,402501185.6, 1.11 , 226.64 , 35.79 
8/26/06,9,402276348.5, (4.61), 213.10 , 34.98 
8/27/06,15,401315034.9, (10.21), 200.03 , 32.72 
8/28/06,22,399519124.6, (15.51), 187.69 , 29.19 
8/29/06,30,396825085, (20.31), 176.13 , 24.64 
8/30/06,40,393228492.5, (24.39), 165.21 , 19.26 
8/31/06,50,388806707.8, (27.45), 154.72 , 13.27 
9/1/06,60,383735978, (29.20), 144.38 , 6.86 
9/2/06,70,378298647.1, (29.37), 133.89 , 0.45 
9/3/06,80,372875527.5, (27.78), 122.93 , (6.80)
9/4/06,88,367918174.2, (24.43), 111.17 , (13.52)
9/5/06,95,363897891.7, (19.52), 98.32 , (19.65)
9/6/06,99,361235757.7, (13.38), 84.17 , (24.81)
9/7/06,100,360227143, (6.46), 68.75 , (28.52)
9/8/06,98,360981906, 0.78 , 52.48 , (30.40)
9/9/06,93,363402240, 7.87 , 36.10 , (30.28)
9/10/06,86,367205835.9, 14.35 , 20.36 , (28.34)
9/11/06,77,371986384.7, 19.86 , 5.76 , (24.94)
9/12/06,67,377289440.3, 24.08 , 352.42 , (20.56)
9/13/06,56,382681943.1, 26.78 , 340.21 , (15.61)
9/14/06,45,387801471.7, 27.86 , 328.84 , (10.41)
9/15/06,35,392381844.1, 27.37 , 318.06 , (4.73)
9/16/06,26,396257541.1, 25.45 , 307.60 , 0.35 
9/17/06,18,399353326.9, 22.32 , 297.25 , 4.80 
9/18/06,11,401663906.9, 18.24 , 286.83 , 9.11 
9/19/06,6,403229616, 13.44 , 276.20 , 12.97 
9/20/06,2,404111200.4, 8.14 , 265.29 , 16.27 
9/21/06,0,404367525.1, 2.55 , 254.04 , 18.90 
9/22/06,0,404038646.4, (3.16), 242.48 , 20.79 
9/23/06,2,403136163.2, (8.81), 230.66 , 21.88 
9/24/06,5,401642659.7, (14.21), 218.67 , 22.14 
9/25/06,10,399519542.6, (19.16), 206.61 , 21.60 
9/26/06,17,396723377.1, (23.44), 194.56 , 20.27 
9/27/06,25,393228109.4, (26.78), 182.57 , 18.23 
9/28/06,34,389050737, (28.91), 170.63 , 15.55 
9/29/06,44,384277015.2, (29.59), 158.70 , 12.32 
9/30/06,55,379082738.2, (28.63), 146.69 , 8.65 
10/1/06,66,373745025.3, (26.00), 134.49 , 4.68 
10/2/06,76,368637269.7, (21.80), 121.99 , 0.70 
10/3/06,85,364201238.9, (16.26), 109.06 , (2.55)
10/4/06,93,360893747.6, (9.72), 95.64 , (8.14)
10/5/06,98,359112362, (2.60), 81.69 , (11.86)
10/6/06,100,359116367.6, 4.66 , 67.31 , (14.95)
10/7/06,99,360966580.2, 11.58 , 52.65 , (17.21)
10/8/06,95,364506467.1, 17.69 , 37.96 , (18.53)
10/9/06,89,369391440.6, 22.58 , 23.52 , (18.93)
10/10/06,81,375154968.2, 25.94 , 9.56 , (18.47)
10/11/06,71,381288231.7, 27.59 , 356.20 , (17.32)
10/12/06,61,387311079.5, 27.54 , 343.48 , (15.63)
10/13/06,51,392821939.7, 25.96 , 331.37 , (13.55)
10/14/06,41,397524396.3, 23.10 , 319.78 , (11.20)
10/15/06,32,401233808, 19.23 , 308.59 , (8.68)
10/16/06,23,403869644.2, 14.61 , 297.70 , (5.90)
10/17/06,16,405438697.2, 9.46 , 286.98 , (2.07)
10/18/06,10,406012824.2, 3.97 , 276.34 , (0.12)
10/19/06,5,405704844.4, (1.68), 265.68 , 2.22 
10/20/06,2,404644226.3, (7.33), 254.95 , 4.67 
10/21/06,0,402955631.7, (12.80), 244.06 , 7.07 
10/22/06,1,400742266.3, (17.89), 232.96 , 9.31 
10/23/06,3,398076614.4, (22.37), 221.61 , 11.33 
10/24/06,7,395000160.1, (25.97), 209.99 , 13.05 
10/25/06,13,391532235, (28.42), 198.05 , 14.42 
10/26/06,21,387688165, (29.47), 185.80 , 15.36 
10/27/06,29,383503129.7, (28.95), 173.23 , 15.79 
10/28/06,40,379058391, (26.82), 160.35 , 15.66 
10/29/06,50,374504629.9, (23.17), 147.20 , 14.90 
10/30/06,61,370075495.7, (18.21), 133.82 , 13.47 
10/31/06,72,366084506.5, (12.20), 120.29 , 11.37 
11/1/06,82,362899970.3, (5.47), 106.65 , 8.64 
11/2/06,90,360895663.3, 1.60 , 92.99 , 5.39 
11/3/06,96,360384058.8, 8.59 , 79.35 , 1.84 
11/4/06,99,361546976.9, 15.06 , 65.80 , (1.40)
11/5/06,100,364385706.4, 20.55 , 52.35 , (6.23)
11/6/06,97,368707699, 24.63 , 39.05 , (10.09)
11/7/06,92,374154956.8, 27.01 , 25.89 , (13.45)
11/8/06,85,380262793.4, 27.60 , 12.91 , (16.29)
11/9/06,77,386529775, 26.49 , 0.12 , (18.52)
11/10/06,68,392481044.1, 23.95 , 347.54 , (20.07)
11/11/06,58,397714680.6, 20.29 , 335.18 , (20.94)
11/12/06,48,401929113.6, 15.82 , 323.07 , (21.11)
11/13/06,39,404933675.8, 10.80 , 311.22 , (20.61)
11/14/06,30,406647035.5, 5.41 , 299.62 , (19.44)
11/15/06,22,407086782.7, (0.16), 288.27 , (17.62)
11/16/06,15,406352988.3, (5.77), 277.15 , (15.21)
11/17/06,9,404607792.6, (11.26), 266.22 , (12.22)
11/18/06,4,402052138.4, (16.44), 255.44 , (8.73)
11/19/06,1,398901388.6, (21.10), 244.73 , (3.81)
11/20/06,0,395362059, (24.96), 234.00 , 0.03 
11/21/06,1,391612521.6, (27.74), 223.14 , 4.18 
11/22/06,4,387790917.8, (29.16), 212.02 , 8.68 
11/23/06,9,383992825.3, (29.02), 200.49 , 13.15 
11/24/06,16,380280000.2, (27.25), 188.39 , 17.34 
11/25/06,25,376698733.5, (23.94), 175.60 , 20.98 
11/26/06,35,373304407.3, (19.32), 162.06 , 23.80 
11/27/06,46,370185598, (13.66), 147.81 , 25.51 
11/28/06,57,367480900, (7.27), 133.09 , 25.87 
11/29/06,68,365381816.6, (0.49), 118.24 , 24.73 
11/30/06,79,364116215.3, 6.34 , 103.67 , 22.08 
12/1/06,87,363912729.9, 12.85 , 89.69 , 18.07 
12/2/06,94,364952205.3, 18.61 , 76.47 , 12.96 
12/3/06,98,367317714.5, 23.20 , 63.97 , 7.10 
12/4/06,100,370958891.3, 26.25 , 52.09 , 1.02 
12/5/06,99,375681410.9, 27.53 , 40.61 , (5.62)
12/6/06,95,381165485.6, 27.02 , 29.33 , (12.12)
12/7/06,90,387006443.6, 24.92 , 18.02 , (17.98)
12/8/06,83,392765373.4, 21.54 , 6.47 , (23.21)
12/9/06,75,398018515.5, 17.22 , 354.54 , (27.61)
12/10/06,66,402397074.4, 12.28 , 342.14 , (31.01)
12/11/06,57,405615223, 6.95 , 329.30 , (33.24)
12/12/06,47,407486125.5, 1.42 , 316.19 , (34.19)
12/13/06,38,407928589.5, (4.16), 303.06 , (33.78)
12/14/06,29,406965743.4, (9.64), 290.24 , (32.01)
12/15/06,21,404717825.2, (14.86), 277.96 , (28.95)
12/16/06,14,401388633.8, (19.65), 266.36 , (24.70)
12/17/06,8,397246928.9, (23.75), 255.44 , (19.41)
12/18/06,3,392601491.3, (26.88), 245.07 , (13.24)
12/19/06,1,387772352.6, (28.74), 235.08 , (6.26)
12/20/06,0,383059899.3, (29.06), 225.23 , 1.35 
12/21/06,2,378716380.9, (27.71), 215.20 , 8.75 
12/22/06,6,374925846.8, (24.72), 204.66 , 16.37 
12/23/06,13,371797145.3, (20.31), 193.19 , 23.68 
12/24/06,21,369372004.6, (14.79), 180.34 , 30.24 
12/25/06,31,367646871.9, (8.50), 165.78 , 35.50 
12/26/06,42,366601022.3, (1.81), 149.51 , 38.84 
12/27/06,54,366223553.8, 4.96 , 132.20 , 39.73 
12/28/06,65,366529757.2, 11.44 , 115.09 , 37.97 
12/29/06,75,367562510.1, 17.29 , 99.37 , 33.78 
12/30/06,84,369376776.6, 22.13 , 85.57 , 27.70 
12/31/06,91,372012578, 25.60 , 73.60 , 20.30 
1/1/07,97,375463435.6, 27.43 , 63.06 , 12.11 
1/2/07,99,379650316.9, 27.51 , 53.51 , 3.62 
1/3/07,100,384408817.4, 25.91 , 44.50 , (4.88)
1/4/07,98,389492678.6, 22.90 , 35.63 , (13.83)
1/5/07,94,394593258.9, 18.80 , 26.51 , (21.97)
1/6/07,89,399368478.5, 13.96 , 16.72 , (29.50)
1/7/07,82,403476257.6, 8.65 , 5.83 , (36.18)
1/8/07,74,406606073.7, 3.11 , 353.44 , (41.69)
1/9/07,65,408505886.2, (2.49), 339.33 , (45.67)
1/10/07,56,409002966.1, (8.00), 323.76 , (47.70)
1/11/07,46,408018803, (13.27), 307.62 , (47.49)
1/12/07,37,405577848.9, (18.14), 292.15 , (45.00)
1/13/07,28,401810791.2, (22.42), 278.27 , (40.46)
1/14/07,20,396951174.9, (25.86), 266.22 , (34.22)
1/15/07,12,391323873.2, (28.17), 255.80 , (26.64)
1/16/07,6,385323700.7, (29.05), 246.60 , (18.00)
1/17/07,2,379382637.1, (28.30), 238.15 , (8.55)
1/18/07,0,373926775.9, (25.84), 230.01 , 1.80 
1/19/07,1,369328117, (21.79), 221.71 , 11.94 
1/20/07,4,365859843.6, (16.44), 212.68 , 22.30 
1/21/07,10,363667168.1, (10.15), 202.18 , 32.29 
1/22/07,18,362762316.3, (3.34), 189.19 , 41.29 
1/23/07,28,363046088.3, 3.60 , 172.60 , 48.39 
1/24/07,38,364348088.4, 10.28 , 152.12 , 52.39 
1/25/07,50,366473260.5, 16.33 , 130.03 , 52.31 
1/26/07,61,369240899, 21.41 , 110.19 , 48.27 
1/27/07,71,372507498.2, 25.19 , 94.50 , 41.38 
1/28/07,81,376170444.7, 27.40 , 82.51 , 32.79 
1/29/07,88,380156244, 27.92 , 73.08 , 23.30 
1/30/07,94,384398960.1, 26.77 , 65.29 , 13.37 
1/31/07,98,388816983.1, 24.15 , 58.44 , 3.42 
2/1/07,100,393293975.7, 20.34 , 52.03 , (6.78)
2/2/07,100,397669608.7, 15.67 , 45.65 , (16.72)
2/3/07,97,401740466.4, 10.43 , 38.85 , (26.26)
2/4/07,93,405271645.4, 4.88 , 31.12 , (35.32)
2/5/07,88,408015180.6, (0.77), 21.75 , (43.69)
2/6/07,81,409733103.2, (6.35), 9.73 , (50.98)
2/7/07,73,410221196.5, (11.71), 353.96 , (56.59)
2/8/07,64,409332193.1, (16.69), 334.18 , (59.57)
2/9/07,55,406996673.7, (21.12), 312.71 , (59.09)
2/10/07,45,403240553.1, (24.79), 293.52 , (55.18)
2/11/07,36,398198245.8, (27.46), 278.51 , (48.59)
2/12/07,26,392119458.7, (28.87), 267.16 , (40.16)
2/13/07,17,385366822, (28.77), 258.34 , (30.43)
2/14/07,10,378399449.4, (27.03), 251.09 , (19.73)
2/15/07,4,371738942, (23.63), 244.70 , (8.27)
2/16/07,1,365915713.3, (18.74), 238.60 , 3.94 
2/17/07,0,361400371.2, (12.68), 232.27 , 16.17 
2/18/07,2,358532766.4, (5.84), 225.01 , 28.54 
2/19/07,7,357469640.5, 1.34 , 215.78 , 40.54 
2/20/07,15,358168081, 8.40 , 202.72 , 51.44 
2/21/07,24,360412550.9, 14.90 , 182.81 , 59.89 
2/22/07,34,363874380.5, 20.44 , 154.71 , 63.61 
2/23/07,46,368183171.9, 24.65 , 126.18 , 61.09 
2/24/07,57,372988764.6, 27.28 , 105.76 , 53.93 
2/25/07,67,378001186.4, 28.19 , 92.65 , 44.53 
2/26/07,77,383005806.1, 27.42 , 83.80 , 34.21 
2/27/07,85,387858038, 25.13 , 77.29 , 23.54 
2/28/07,91,392464499.2, 21.61 , 72.08 , 12.81 
3/1/07,96,396758661.4, 17.15 , 67.54 , 2.29 
3/2/07,99,400676852.8, 12.05 , 63.27 , (8.59)
3/3/07,100,404139622.9, 6.56 , 58.94 , (19.04)
3/4/07,99,407040944.5, 0.90 , 54.16 , (29.25)
3/5/07,97,409246751.5, (4.74), 48.43 , (39.16)
3/6/07,92,410602357.2, (10.20), 40.91 , (48.61)
3/7/07,87,410946770.8, (15.31), 30.05 , (57.28)
3/8/07,80,410132341.5, (19.89), 13.14 , (64.41)
3/9/07,71,408047539, (23.76), 347.53 , (68.37)
3/10/07,62,404640812.8, (26.69), 318.11 , (67.31)
3/11/07,53,399943789.8, (28.48), 295.45 , (61.54)
3/12/07,42,394092034.2, (28.90), 280.97 , (52.96)
3/13/07,32,387339850.3, (27.81), 271.52 , (42.79)
3/14/07,23,380065229.3, (25.14), 264.79 , (31.57)
3/15/07,14,372758075.8, (20.98), 259.51 , (19.55)
